# ID hostra hostdec
21 50.28016666666666 -31.312722222222224
37 193.24179166666664 32.412305555555555
44 356.201125 -2.1148333333333333
45 155.3829583333333 8.4055
50 169.67070833333332 25.166249999999998
55 34.659375 33.61544444444445
59 185.45916666666665 -24.16777777777778
84 11.385833333333332 -14.25911111111111
96 9.968666666666666 -38.063138888888886
102 344.3117083333333 -20.967055555555554
106 16.699791666666666 -46.98447222222222
107 358.7875 10.214694444444444
111 196.03549999999998 52.312888888888885
115 210.78541666666666 -38.47527777777778
127 61.56158333333332 -8.886444444444445
128 238.65995833333332 16.610444444444447
143 172.2059583333333 29.915055555555554
152 140.08520833333333 -7.639694444444444
167 233.3953333333333 -78.12383333333332
174 165.52004166666666 3.500861111111111
189 130.04866666666663 -4.593583333333333
210 210.56737499999997 33.66152777777778
212 231.34749999999997 29.17188888888889
220 234.60499999999996 46.90113888888889
225 70.97116666666666 -9.701611111111111
233 52.746666666666655 -18.55738888888889
250 152.0323333333333 19.299500000000002
253 0.905125 -34.556416666666664
260 293.0344583333333 -62.44277777777778
264 307.38820833333335 -61.95097222222223
269 351.89737499999995 29.407638888888886
272 338.5069166666666 -32.39694444444444
274 203.72704166666665 10.985194444444444
280 84.99783333333333 -80.37197222222221
281 19.247249999999998 -4.941833333333333
315 353.3009583333333 -60.572250000000004
325 52.31866666666666 -23.977833333333333
328 90.24616666666665 -17.99202777777778
345 227.92749999999998 6.419972222222222
362 358.4177083333333 -34.07505555555556
367 100.66124999999998 -53.23972222222222
378 67.25695833333332 -61.280833333333334
387 96.38233333333332 -85.69855555555556
408 343.1219166666666 -11.092222222222222
419 179.38104166666662 0.8171111111111111
426 204.62116666666665 2.5283333333333333
428 36.136041666666664 -9.096972222222222
429 155.37554166666663 1.073388888888889
430 154.868375 2.8888333333333334
433 251.75329166666666 39.06119444444444
434 155.80449999999996 4.594083333333333
437 160.40137499999997 11.074833333333332
440 172.823125 -0.9746666666666667
441 181.49704166666666 10.01625
452 241.69466666666665 14.081416666666666
456 198.75404166666667 9.956444444444443
459 32.16949999999999 -6.45475
460 342.1998333333333 28.18625
464 180.75541666666666 1.4379722222222222
465 215.5489583333333 -0.13127777777777777
466 218.09787499999996 1.28125
467 33.93958333333333 0.8598888888888888
468 36.16424999999999 -1.1039722222222224
471 218.72424999999998 -1.1371666666666667
472 121.88324999999999 5.534194444444444
473 337.7104166666666 -0.5240833333333333
474 21.650291666666664 0.4111944444444445
475 6.641208333333333 0.49819444444444444
476 199.57529166666666 -2.8582222222222224
477 151.61279166666665 0.9647777777777777
478 160.95441666666665 0.8653611111111111
479 207.94837499999997 2.747388888888889
480 213.69304166666663 -3.159111111111111
482 85.68954166666666 82.46072222222223
487 221.21724999999995 0.36577777777777776
489 218.40766666666664 0.2923611111111111
490 218.05879166666662 -1.8787222222222222
491 157.17816666666667 -0.14447222222222222
492 41.01595833333333 0.774888888888889
493 162.99325 -0.7241666666666666
494 6.5615 0.5463055555555556
496 25.197708333333328 -0.2182777777777778
501 169.89083333333332 25.730138888888888
502 219.5823333333333 1.2335277777777778
