# ID ra dec redshift
750 133.99297499999997 4.467661111111111 0.072824
751 131.12969999999999 18.287100000000002 0.020808
752 148.4051458333333 -0.04058611111111111 0.111044
753 153.61982499999996 -1.2324861111111112 0.058383
755 156.60842916666667 17.508127777777776 0.0167
771 10.65883333333333 41.23630555555555 0.000175
772 148.90074999999996 69.10583333333332 0.00082
778 240.54477916666667 36.649166666666666 0.082789
789 170.864375 53.67930555555555 0.027298
790 149.13066666666666 69.12483333333333 0.00082
801 168.8743333333333 35.18322777777777 0.089336
802 227.03061249999996 37.99481111111111 0.062165
806 188.11095833333331 16.25863888888889 0.051016
807 178.0905833333333 20.652277777777776 0.023173
809 36.275541666666655 -24.786305555555558 0.010282
812 247.1626083333333 49.17033333333333 0.03599
813 208.06704166666665 2.1011111111111114 0.033043
815 234.70464999999996 24.594358333333332 0.033755
835 170.31733749999998 -5.953236111111111 0.02822
836 209.1107583333333 4.980402777777778 0.03
846 193.99624999999997 63.61452777777778 0.016225
876 176.52691666666666 19.63525 0.02
878 227.48079166666665 1.4019805555555556 0.027742
886 121.06887499999998 30.18386111111111 0.01399
894 179.79629166666663 17.992527777777777 0.077
906 197.09312499999996 31.231277777777777 0.106731
907 194.47516666666664 28.499333333333333 0.024
911 131.77715833333332 27.87625277777778 0.020824
912 172.62101666666663 54.17717777777778 0.065559
914 219.99572916666665 55.5 0.076897
917 346.5263 19.712391666666665 0.682072
925 287.35883749999994 52.88785 0.051656
926 159.7470833333333 26.21641111111111 0.043095
942 185.3542958333333 50.46146111111111 0.088962
944 207.49402916666662 57.91341111111111 0.061502
945 237.8433583333333 40.06065833333333 0.076156
949 281.8585 -66.83713888888889 0.022059
959 302.91735 -20.81928611111111 0.036028
973 209.15641666666664 23.201027777777778 0.058509
974 150.74216666666663 2.2178055555555556 4.1974
977 236.30902916666665 -17.728369444444443 0.051466
993 10.810416666666665 41.565888888888885 0.000175
994 10.812416666666664 41.347166666666666 0.000175
1002 185.49491666666665 -43.33811111111111 0.023206
1013 315.1658333333333 -28.857055555555558 0.037686
1014 10.696708333333332 41.28088888888889 0.000175
1016 350.2567125 -28.890080555555556 0.072
1020 296.25429166666663 -14.780761111111111 0.000108
1026 9.627954166666665 -4.35213611111111 0.055785
1029 220.1678583333333 -23.17516388888889 0.054174
1034 10.101541666666666 41.06755555555556 0.000175
1035 356.5230416666666 53.23362777777778 0.034134
1049 245.1458083333333 24.12402777777778 0.066
1077 11.036333333333332 41.72686111111111 0.000175
1078 345.81166666666667 8.881944444444445 0.016317
1079 60.93749999999999 22.15994444444444 0.02
1086 10.745583333333332 41.440888888888885 0.000175
1105 356.1565166666667 -15.706949999999999 0.078337
1110 246.32949166666663 23.992050000000003 0.065282
1119 359.0589583333333 30.115972222222222 0.032
1129 19.29833333333333 13.341833333333334 0.048
1130 37.931875 0.9035 0.020991
1157 349.0128958333333 -8.183522222222223 0.07
1161 16.715300000000003 -39.31859166666667 0.06758
1167 30.281799999999997 31.88904722222222 0.017312
1168 30.061725 31.419047222222222 0.016728
1173 26.07958333333333 -8.237580555555555 0.051956
1185 109.17895833333333 29.854444444444447 0.010717
1197 88.15317916666666 -20.456183333333332 0.092327
1199 21.205916666666663 32.23502777777778 0.035
1222 30.07267916666666 31.440894444444446 0.016728
1240 9.581041666666664 29.58647222222222 0.0749
1242 23.282708333333332 30.552519444444446 0.00019
1248 10.709166666666665 41.257555555555555 0.000175
1253 172.27704999999997 8.988488888888888 0.020634
1256 10.725999999999997 41.51192777777778 0.000175
1257 178.31441666666663 15.063744444444445 0.113719
1259 333.3051166666666 -32.788799999999995 0.079001
1260 10.38425 41.12147222222222 0.000175
1276 10.767499999999998 41.25436111111111 0.000175
1286 14.400012499999997 14.601697222222223 0.077177
1288 147.87554999999998 2.2103805555555556 0.071541
1316 34.52495833333332 38.07941666666667 0.017
1317 287.67025 -44.17772222222222 0.01862
1318 33.12475 -22.47097222222222 0.041215
1329 41.97158333333333 41.216833333333334 0.013483
1332 201.75187916666664 -30.093266666666665 0.006331
1336 11.00633333333333 41.50511111111111 0.000175
1337 10.983333333333333 41.53647222222222 0.000175
1343 175.22804166666666 19.163416666666667 0.07
1346 10.872749999999998 41.28713888888889 0.000175
1354 10.74858333333333 41.358000000000004 0.000175
1361 170.7904083333333 49.37616944444444 0.099205
1364 203.83795 -34.207483333333336 0.023716
1365 27.807916666666664 22.580833333333334 0.032472
1376 170.50077916666663 42.9068 0.077507
1377 208.74895833333332 7.357169444444444 0.038
1381 239.78991249999996 35.03008888888889 0.031328
1384 233.29181666666665 27.488969444444447 0.071976
1453 344.2428791666666 -36.839483333333334 0.030208
1456 153.2094583333333 1.112538888888889 0.094
1457 175.28655833333332 10.334175 0.118578
1458 217.45169999999996 1.3375 0.14315
1459 229.56569999999996 12.4866 0.035635
1460 198.75414166666664 9.956002777777776 0.099
1461 23.703666666666663 21.422261111111112 0.03326
1464 187.2445833333333 31.66047222222222 0.038633
1471 150.64458333333332 44.78644444444444 0.02637
1483 23.141766666666662 32.31311944444444 0.07
1489 148.90029166666662 69.03725 0.00082
1498 198.23023749999996 -3.9142555555555556 0.1561
1503 206.9557958333333 -3.3175666666666666 0.198
1507 152.51199999999997 47.122883333333334 0.065462
1518 173.77672499999997 57.44204444444444 0.047172
1520 179.81256249999996 42.567036111111115 0.030412
1522 193.51581666666664 49.248019444444445 0.066947
1526 208.1661208333333 15.054375 0.094044
1528 216.86612499999995 6.306622222222222 0.05449
1529 172.8057083333333 34.20102777777778 0.02108
1530 152.11374999999995 12.315861111111111 0.00094
1534 10.668375 41.2145 0.000175
1535 148.8058333333333 69.01327777777777 0.00082
1542 125.66012500000001 56.32725000000001 0.02854
1543 148.88308333333333 69.15408333333333 0.00082
1546 173.13020833333331 53.05260277777778 0.003312
1548 208.7683208333333 -8.529686111111111 0.11
1549 148.96954166666663 68.97802777777778 0.00082
1551 183.86216666666664 15.246333333333332 0.026465
1553 161.40238333333332 -23.002983333333333 0.008613
1554 142.41309999999996 14.7185 0.0774
1557 210.7134583333333 -4.421544444444445 0.0466
1562 150.7791083333333 -7.390105555555556 0.054871
1563 224.27839166666664 21.37736388888889 0.103268
1565 176.47118749999996 -4.227094444444445 0.078
1572 241.3027333333333 21.232216666666666 0.048033
1573 109.50250416666665 44.09088888888889 0.06144
1574 195.8113 7.802269444444445 0.009757
1580 197.62692499999997 -3.3415444444444447 0.137
1582 126.7820833333333 25.96772222222222 0.006601
1583 10.309833333333334 40.93819444444444 0.000175
1584 204.38844999999998 -1.2396805555555557 0.08
1585 208.63524166666664 -6.227119444444445 0.116
1590 11.395416666666666 41.961222222222226 0.000175
1628 212.58501666666663 -39.86302777777778 0.032046
1697 213.65544999999997 61.12649444444445 0.14481
1744 232.43524999999997 42.773833333333336 0.018913
1753 163.16641666666663 19.945775 0.03
1758 163.18742916666665 42.816266666666664 0.137946
1764 10.925458333333333 41.376333333333335 0.000175
1770 138.49516666666665 17.944877777777776 0.0266
1801 225.56157499999995 68.26178055555556 0.032573
1803 241.3448333333333 16.199277777777777 0.033
1804 204.6939583333333 32.51347222222222 0.04
1805 348.88749999999993 19.046083333333335 0.0174
1812 184.8836333333333 49.81585277777778 0.013696
1813 171.94417083333332 25.99997777777778 0.032745
1821 196.26037499999998 28.73938888888889 0.028
1822 12.771874999999998 -7.063136111111111 0.005837
1830 193.56770833333331 27.30388888888889 0.02
1836 271.71122083333336 69.82442222222222 0.051
1846 328.1167208333333 -45.79215277777777 0.060742
1847 214.4981583333333 25.136841666666665 0.017175
1855 167.66349166666663 31.656363888888887 0.027979
1856 172.17085416666666 57.83512777777778 0.050999
1857 200.1782208333333 60.25718888888889 0.1
1858 239.57818333333333 25.856833333333334 0.070868
1860 235.55800416666662 18.583255555555557 0.072361
1865 10.581958333333333 40.94463888888889 0.000175
1875 271.9547833333333 35.88346666666666 0.021728
1905 229.2834208333333 1.0996944444444443 0.04
1914 194.7866333333333 37.31019166666666 0.015561
1915 180.7902208333333 44.53118611111111 0.002336
1916 226.42685416666663 60.79555555555555 0.044312
1921 295.39509999999996 3.658036111111111 0.024454
1926 156.9642083333333 -43.905 0.009
1927 157.19777916666663 39.82651944444445 0.030307
1929 211.6946458333333 71.88918055555557 0.034194
1930 330.7305416666667 -7.919636111111111 0.0586
1932 199.90754166666662 40.38606388888889 0.023857
1935 174.20889166666663 25.847869444444445 0.155972
1941 7.361654166666666 3.8235083333333333 0.041
1947 19.99873333333333 -0.4717888888888889 0.0448
1962 329.8236 -28.652672222222222 0.061406
1964 196.86242916666666 18.778644444444442 0.064337
1978 223.00044166666666 -2.0593 0.119917
1980 219.4607333333333 -2.151475 0.088001
1981 218.267475 -6.759652777777778 0.097834
1982 213.26181666666665 0.14625833333333332 0.054632
1984 208.0612375 11.503272222222222 0.039441
1995 36.687749999999994 26.13447222222222 0.032
2003 291.1593583333333 59.696194444444444 0.03586
2019 234.22562499999998 2.4656972222222224 0.04
2020 18.224620833333333 -18.126175 0.057016
2022 167.46061666666665 44.88963611111111 0.088264
2028 286.2756333333333 55.717622222222225 0.007939
2033 227.06059999999997 18.470233333333333 0.102386
2037 233.93424166666665 5.062283333333333 0.110344
2051 18.970254166666663 -31.58941388888889 0.035698
2054 0.08705416666666665 -36.48000555555556 0.104
2056 338.5165583333333 68.441775 0.014527
2057 339.69046249999997 -36.74336388888889 0.060072
2065 260.6894166666666 62.17041111111111 0.02676
2071 249.39292916666665 50.34577777777778 0.020297
2085 204.25008333333332 -29.864563888888892 0.001733
2101 216.01788333333332 29.346663888888887 0.114706
2103 310.9331708333333 -1.2388777777777777 0.056079
2104 216.0387333333333 12.258483333333333 0.026235
2115 199.15432916666666 7.308761111111111 0.102764
2122 227.83455833333332 -3.192883333333333 0.113669
2177 9.740316666666665 42.71638888888889 0.000175
2194 10.793891666666665 41.28241944444444 -0.001
2209 103.95646666666666 40.000252777777774 0.017122
2228 267.2787583333333 8.102802777777777 0.021171
2243 206.33747499999998 53.56124166666666 0.067811
2244 11.082708333333333 41.49069444444444 0.000175
2248 80.24230416666666 -21.58886111111111 0.083594
2250 224.52654166666665 44.979144444444444 0.035716
2255 32.90599166666666 34.04206666666666 0.020598
2282 359.14692499999995 -40.29993888888889 0.517745
2300 40.2822375 -5.561133333333333 0.040705
2301 32.16799166666666 -0.2796166666666667 0.066715
2303 216.94545416666665 69.69496388888889 0.030074
2307 0.4102083333333333 23.48411388888889 0.0146
2335 107.08567916666665 18.780094444444444 0.007358
2347 338.063925 -23.78713888888889 0.0545
2351 10.150599999999999 41.64720277777778 0.000175
2374 134.34507916666664 22.275375 0.083357
2376 318.17539999999997 13.981152777777778 0.016958
2378 88.72346666666667 46.43931388888888 0.020484
2379 10.193545833333332 -26.342569444444443 0.1035
2471 10.0377 41.6156 0.000175
2479 357.9913666666667 -28.495747222222224 0.060493
2488 10.885499999999999 41.120222222222225 0.000175
2497 66.70404166666667 29.952283333333334 0.017459
2504 10.707666666666665 41.393055555555556 0.000175
2524 119.63058333333332 26.12086111111111 0.02
2525 340.0893333333333 14.518719444444445 0.087
2527 10.667041666666664 41.29102777777778 0.000175
2531 23.44470833333333 30.53836111111111 0.00019
2532 280.21666666666664 45.26141666666667 0.007862
2542 38.56091666666666 2.613675 0.047339
2548 117.59374999999997 33.88491388888889 0.062
2577 126.14396666666666 54.85986666666667 0.024967
2582 10.728999999999997 41.208000000000006 0.000175
2589 290.2929 43.9426 0.054324
2590 173.46651249999996 53.11863888888889 0.003536
2605 93.2919125 50.44128611111111 0.019093
2617 26.22825 10.425916666666666 0.018079
2618 176.29662916666663 61.70843055555556 0.035317
2619 166.69767916666666 72.56859722222222 0.008836
2621 174.70663333333331 57.71202777777778 0.116198
2623 356.2066333333333 12.362030555555556 0.199
2629 94.65932916666667 78.35749444444444 0.002979
2631 185.75833749999998 58.4447 0.015417
2632 196.44577916666665 59.843133333333334 0.060063
2633 151.95451249999996 39.738350000000004 0.080835
2634 181.33920833333332 53.77735 0.04977
2635 175.71770416666664 26.54075277777778 0.028526
2636 10.850295833333332 41.25865833333334 -0.001
2640 30.292916666666663 -33.208333333333336 0.035504
2641 10.698083333333331 41.28872222222222 -0.001
2668 4.1228 -29.17171111111111 0.04827
2672 196.56013749999997 45.78720277777778 0.09028
2677 327.5920333333333 -0.3098472222222222 0.070926
2679 15.687583333333333 -21.957475 0.056492
2680 227.7173708333333 21.546566666666667 0.090661
2682 67.82271666666666 -13.067933333333333 0.100639
2683 350.709275 -11.739255555555555 0.063544
2688 28.03952083333333 33.18692222222222 0.085669
2690 340.99850833333323 20.370147222222222 0.500142
2691 319.60160833333333 -39.271316666666664 0.058314
2694 346.8452708333333 43.603905555555556 0.015464
2705 70.81549166666666 -8.605052777777777 0.091403
2732 11.249829166666665 -1.024375 0.104691
2748 141.36772499999998 23.608494444444446 0.032857
2757 179.66842083333333 64.96204166666666 0.033784
2758 123.86398333333332 48.23475555555556 0.09901
2761 10.043991666666665 -10.440647222222223 0.027219
2765 57.781683333333326 -5.443725000000001 0.067784
2768 114.23742916666664 58.77048611111111 0.039874
2769 115.63683749999998 49.809663888888885 0.022189
2770 137.04311249999998 50.15641111111111 0.098113
2772 11.830804166666665 14.703441666666667 0.039317
2776 128.00889999999998 46.24041666666667 0.045906
2784 61.22978333333333 -6.304716666666667 0.026725
2785 106.80397499999998 64.59995277777777 0.07966
2787 53.573787499999995 -6.264886111111111 0.017586
2791 351.3634333333333 -34.733336111111115 0.0608
2794 326.0178708333333 -15.636705555555555 0.050338
2803 140.92917083333333 22.90908333333333 0.032349
2805 276.0370333333333 46.67144166666667 0.067166
2806 163.43391249999996 49.49881388888889 0.140421
2807 158.2743458333333 39.87414444444445 0.142484
2813 182.4954125 55.649566666666665 0.130997
2819 159.2197708333333 37.994344444444444 0.098538
2822 353.48016666666666 -23.72796111111111 0.0477
2825 158.3969375 15.099452777777778 0.097417
2835 346.67044166666665 -26.34266111111111 0.1031
2858 185.43354999999997 75.310625 0.004923
2869 9.8262375 -27.349727777777776 0.022949
2870 44.011291666666665 -16.488119444444447 0.031588
2871 158.32347916666666 64.74971388888889 0.005887
2875 9.392879166666667 -22.549530555555556 0.012792
2876 5.904933333333333 4.706080555555555 0.081
2878 9.161045833333331 -22.593349999999997 0.01298
2879 12.757391666666665 -7.056886111111111 0.005837
2883 324.63919583333325 32.08490277777778 0.0248
2895 258.1176833333333 30.909338888888886 0.054683
2896 344.1680583333333 -3.2652972222222223 0.044017
2906 299.21097499999996 49.88764444444445 0.025257
2911 20.561999999999998 34.66905555555555 0.017
2928 354.1879708333333 -5.038086111111111 0.022569
2945 108.06508749999999 15.658386111111112 0.1656
2949 166.9492833333333 71.09236666666666 0.06
2950 65.72391666666665 -11.639080555555555 0.030087
2952 177.50241666666668 35.06574444444444 0.061074
2955 178.35938749999997 35.94820833333333 0.068
2963 142.75844583333333 21.80635277777778 0.082839
2966 133.38604166666664 51.313925 0.002308
2969 139.36915 27.33082222222222 0.075634
2970 147.76486666666665 19.425755555555558 0.106537
2971 158.46635833333332 14.497666666666666 0.107602
2974 193.7727208333333 25.303061111111113 0.065288
2979 188.66257916666666 23.83490833333333 0.140062
2982 128.91172916666665 -4.088330555555555 0.014213
2990 136.1541458333333 55.600791666666666 0.037142
2997 166.7507083333333 53.57466388888889 0.106944
3009 175.03851666666662 7.237230555555556 0.089995
3010 168.29037083333333 12.971675 0.069528
3015 134.24685 51.34750833333334 0.016485
3016 128.04712499999997 22.56071111111111 0.015814
3020 182.06353749999997 25.811241666666668 0.022349
3025 176.05706249999997 57.94799999999999 0.004363
3028 186.59725833333331 37.45051666666667 0.1
3029 147.21892083333333 28.89432777777778 0.046989
3030 160.33535416666663 31.67748888888889 0.035218
3039 50.20083333333333 0.860575 0.067138
3040 349.76964583333324 -8.485091666666666 0.007442
3045 24.85003333333333 29.401733333333333 0.073
3054 143.48285 14.32235 0.112014
3056 163.41147499999997 14.749980555555554 0.055205
3066 28.570979166666664 -1.9238916666666666 0.061773
3074 29.209104166666663 14.874044444444445 0.043689
3075 12.45534583333333 -21.512138888888888 0.059264
3078 7.834216666666667 30.793011111111113 0.021458
3080 82.30629583333332 -19.46641111111111 0.027219
3081 195.08357916666665 61.65496944444444 0.049684
3086 127.51533333333332 56.048938888888884 0.109019
3091 193.69952916666665 30.87815 0.111769
3096 94.66779583333332 78.3571361111111 0.00523
3101 154.40803749999998 6.971086111111111 0.045175
3107 10.935666666666666 41.464555555555556 0.000175
3108 194.07753749999998 29.80745277777778 0.02348
3111 208.66397916666665 39.14698888888889 0.050556
3115 196.09446666666665 28.80726388888889 0.026418
3118 150.2876625 -19.441558333333333 0.011608
3119 163.31476666666666 72.082275 0.033526
3120 183.79571249999998 7.534575 0.136465
3124 20.78798333333333 -20.566655555555556 0.0681
3127 69.12614166666665 -2.866227777777778 0.015427
3138 159.6394 46.968516666666666 0.063143
3142 187.51284166666665 13.0852 0.043769
3145 168.79892916666665 17.2625 0.020501
3147 160.97467083333333 12.754169444444445 0.093859
3154 309.1019625 -15.235733333333332 0.053974
3170 171.28586666666664 65.50761388888888 0.100749
3175 202.55090416666664 54.13508611111111 0.066645
3179 127.42783749999998 41.91021388888889 0.126327
3180 152.05531666666664 0.38300555555555554 0.062471
3187 46.29442916666666 21.135502777777777 0.048937
3190 36.45079166666666 27.244922222222222 0.032069
3192 32.70426249999999 -22.732063888888888 0.087294
3195 81.24719583333332 -43.00760555555556 0.093251
3197 10.669374999999999 41.18555555555555 0.000175
3207 157.4451083333333 40.320438888888894 0.067132
3208 130.1278958333333 17.956458333333334 0.11457
3212 139.3318625 11.628497222222222 0.037807
3219 21.440816666666667 14.170130555555556 0.083419
3232 340.7959708333333 3.468077777777778 0.039134
3236 136.97430416666666 44.020538888888886 0.048408
3237 153.45775833333332 39.64185555555556 0.063222
3241 350.68350416666664 34.60362222222222 0.098
3244 32.76911666666666 3.8224416666666663 0.074714
