# ID references
48969 2012A&A...538A.120L,2004IAUC.8317....4S,2019MNRAS.482.1545S,2016A&A...594A..13P,2004IAUC.8317....1S
48972 2012A&A...538A.120L,2004IAUC.8321....3M,2019MNRAS.482.1545S,2016A&A...594A..13P,2004IAUC.8321....2S
49021 2012A&A...538A.120L,2004IAUC.8374....3P,2016A&A...594A..13P,2004IAUC.8374....1B,2011ApJ...737..103S
49067 2012A&A...538A.120L,2004IAUC.8419....3B,2016A&A...594A..13P,2004IAUC.8419....2N,2011ApJ...737..103S
49103 2012A&A...538A.120L,2004IAUC.8445....6G,2019MNRAS.482.1545S,2016A&A...594A..13P,2004IAUC.8445....1B
49111 2012A&A...538A.120L,2004IAUC.8452....3F,2016A&A...594A..13P,2004IAUC.8452....2P,2011ApJ...737..103S
49180 2012A&A...538A.120L,2005IAUC.8473....2M,2016A&A...594A..13P,2005IAUC.8473....1M,2011ApJ...737..103S
49189 2012A&A...538A.120L,2005IAUC.8476....2G,2016A&A...594A..13P,2005IAUC.8476....1K,2011ApJ...737..103S
49209 2012A&A...538A.120L,2005IAUC.8496....4K,2016A&A...594A..13P,2005IAUC.8496....3A,2011ApJ...737..103S
49223 2012A&A...538A.120L,2005IAUC.8511....4P,2016A&A...594A..13P,2005IAUC.8511....1B,2011ApJ...737..103S
49234 2012A&A...538A.120L,2005IAUC.8518....3G,2016A&A...594A..13P,2005IAUC.8518....2T,2011ApJ...737..103S
49237 2012A&A...538A.120L,2005IAUC.8520....3H,2016A&A...594A..13P,2005IAUC.8520....1L,2011ApJ...737..103S
49532 2012A&A...538A.120L,2006IAUC.8657....3G,2016A&A...594A..13P,2006IAUC.8657....2P,2011ApJ...737..103S
49551 2012A&A...538A.120L,2006IAUC.8667....2N,2016A&A...594A..13P,2006IAUC.8667....1P,2011ApJ...737..103S
49571 2012A&A...538A.120L,2006IAUC.8684....2O,2016A&A...594A..13P,2006CBET..419....1B,2011ApJ...737..103S
