ID,SpecObjID,photoObjID,hostra,hostdec,SDSSra,SDSSdec,SDSSredshift,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z
47914,1012215121411336192,1237657633260699874,138.7333,46.90333,138.73198,46.903084,0.01418223,15.44749,14.08279,13.31872,12.89061,12.61978,0.03320013,0.004895207,0.003398513,0.004084769,0.005397849,0.07832146,0.06102756,0.04221858,0.03137293,0.0233357
46384,1012215121411336192,1237657633260699874,138.7333,46.90333,138.73198,46.903084,0.01418223,15.44749,14.08279,13.31872,12.89061,12.61978,0.03320013,0.004895207,0.003398513,0.004084769,0.005397849,0.07832146,0.06102756,0.04221858,0.03137293,0.0233357
53292,1009964695735527424,1237657770704437449,134.748,44.83058,134.74805,44.830595,0.04789706,18.53933,17.36878,17.02961,16.75984,16.67812,0.06435547,0.0104827,0.010886,0.01702177,0.05874692,0.08809423,0.06864243,0.04748652,0.03528757,0.02624747
48315,1001088614215477248,1237657594072399953,117.5,30.025,117.5001,30.02495,0.0275748,16.25987,14.57942,13.77483,13.3539,13.12543,0.025708,0.003979345,0.002559836,0.002533771,0.005715167,0.2180092,0.1698713,0.1175162,0.08732712,0.06495534
52803,1001045733261993984,1237657608030454182,116.3624,29.89067,116.36421,29.890351,0.02373924,18.37527,17.66226,17.21834,17.06759,17.33457,0.08279999,0.02831298,0.01366833,0.02455415,0.1211019,0.1849732,0.1441299,0.09970839,0.07409402,0.05511234
52674,1001027591320135680,1237657595683078624,116.4302,31.00856,116.43021,31.008608,0.06210726,18.90909,17.30345,16.38588,15.88615,15.56561,0.1297515,0.02598192,0.02386489,0.01760161,0.01793127,0.2383671,0.185734,0.1284899,0.09548178,0.0710209
52852,960493540557744128,1237671991339516005,203.3631,5.482555,203.36689,5.4803297,0.02222189,16.79994,15.26885,14.77735,14.57,14.43348,0.04758821,0.008153033,0.006066226,0.006944962,0.02623263,0.1415546,0.1102984,0.0763039,0.05670198,0.04217585
48974,960432792540309504,1237671957517828103,204.372,4.1044,204.37236,4.1044168,0.02305833,16.1986,14.40249,13.71841,13.37577,13.39722,0.03148549,0.01532795,0.01465714,0.01350829,0.01408836,0.1074442,0.0837198,0.05791697,0.04303851,0.03201275
46778,951452806315796480,1237655123937001520,187.92,3.9263,187.92039,3.9263188,0.01510862,15.19202,13.76654,13.19738,12.94468,12.71065,0.05233434,0.09054002,0.09245452,0.09400122,0.08461305,0.1044479,0.08138506,0.05630181,0.04183828,0.03111999
54551,951435214129752064,1237668675623518317,188.1225,4.88875,188.12247,4.8887827,0.08277824,19.00992,17.83483,17.33247,17.01103,16.94851,0.09887942,0.01423734,0.009916445,0.01776873,0.07012024,0.08521064,0.06639556,0.04593214,0.0341325,0.02538831
56169,946911823192418304,1237654604797837662,180.6513,4.549917,180.65136,4.5499441,0.0189063,19.34829,17.69456,17.28776,17.13502,17.50963,0.1859046,0.02162987,0.02153032,0.02644706,0.1317954,0.08013414,0.06243998,0.04319569,0.03209903,0.02387578
51895,944669094316107776,1237654604796264568,177,4.488056,177.00096,4.4881468,0.01984667,15.28876,13.57632,12.82561,12.42799,12.1993,0.02045541,0.002308398,0.001910606,0.00236437,0.004818534,0.1025827,0.07993174,0.05529641,0.04109116,0.03056427
46870,942510482625947648,1237655126078062738,173.168,5.3433,173.16781,5.3433006,0.02813233,18.07361,16.7111,16.26729,16.1715,16.11604,0.1167147,0.01917982,0.01323891,0.03031976,0.09804665,0.1129053,0.08797504,0.06086073,0.04522604,0.03363987
54372,942452208509675520,1237654604794298408,172.5485,4.415583,172.54853,4.415592,0.02894893,18.25863,16.71408,16.05393,15.74666,15.5118,0.04988331,0.006017141,0.005120038,0.005322422,0.01401047,0.1462681,0.1139711,0.0788447,0.05859006,0.04358024
50997,940189133400205312,1237654604792529076,168.4708,4.290833,168.46912,4.2908103,0.02351671,16.0909,14.59383,13.74746,13.29729,13.01343,0.04276304,0.005014043,0.005534337,0.004963316,0.0077234,0.2201842,0.171566,0.1186886,0.08819835,0.06560337
51202,939150919377905664,1237657590312206488,145.2417,47.62056,145.24224,47.620455,0.01609342,16.10597,14.276,13.72806,13.36616,13.1887,0.04362336,0.02716917,0.01673773,0.02003554,0.01205634,0.05547324,0.04322438,0.02990242,0.0222207,0.01652812
46879,921102437333362688,1237655374647918701,250.313,39.2901,250.31305,39.290092,0.0305423,18.00686,16.4433,15.77272,15.52686,16.15004,0.186088,0.06386749,0.03005435,0.03883384,0.1455807,0.0614786,0.04790371,0.03313956,0.02462625,0.0183174
47960,921102437333362688,1237655374647918701,250.313,39.2901,250.31305,39.290092,0.0305423,18.00686,16.4433,15.77272,15.52686,16.15004,0.186088,0.06386749,0.03005435,0.03883384,0.1455807,0.0614786,0.04790371,0.03313956,0.02462625,0.0183174
52654,919952073057921024,1237655373036388416,247.4097,40.23539,247.40971,40.235397,0.02832955,18.54173,16.94961,16.26913,15.85059,15.7299,0.1070666,0.01400321,0.07341656,0.01225597,0.05261875,0.03710163,0.02890934,0.01999935,0.01486166,0.01105434
468,457151677938558976,1237663782602604703,36.16425,-1.103972,36.164265,-1.1039944,0.06833778,18.59031,17.50517,16.95762,16.67637,16.52386,0.07212311,0.01450662,0.01317085,0.01537344,0.04864166,0.1302081,0.1014572,0.07018765,0.05215695,0.03879518
42295,457118967467632640,1237666406847938797,36.8759,-0.868762,36.87592,-0.86875029,0.05852255,19.58302,18.28377,17.75979,17.47339,17.34144,0.09426655,0.01652025,0.01656665,0.01865283,0.04919002,0.1467306,0.1143315,0.07909398,0.05877531,0.04371803
467,456133528761952256,1237660027202961567,33.93958,0.8598889,33.939597,0.85998035,0.1415613,19.52663,18.13765,17.49903,17.15711,16.8814,0.1295944,0.01429935,0.01309036,0.01449223,0.04207433,0.1419941,0.1106408,0.0765408,0.05687802,0.0423068
50388,456077178791028736,1237663783674773637,32.5709,-0.263341,32.570896,-0.26331137,0.06808136,18.13068,16.67201,15.98764,15.6038,15.41084,0.05379482,0.009332892,0.008169838,0.008610337,0.02097719,0.1140496,0.08886667,0.06147755,0.04568441,0.03398081
49115,456025776622430208,1237663783138295829,33.40833,-0.7175,33.409831,-0.71729978,0.02006634,15.85335,13.84507,13.14297,12.7912,12.4945,0.02428093,0.002619793,0.002275366,0.00251379,0.00484581,0.1393454,0.108577,0.07511304,0.05581704,0.04151762
40784,456012857360803840,1237663782601687290,34.0727,-1.19873,34.072742,-1.1986801,0.09666596,19.41396,18.12752,17.54381,17.14536,16.96308,0.08330698,0.01436746,0.01337383,0.01293113,0.04033208,0.1402717,0.1092988,0.0756124,0.05618811,0.04179363
42551,456008734192199680,1237663783138755068,34.435,-0.712937,34.435253,-0.71297387,0.2759741,23.38253,21.91024,21.18616,21.51214,22.41834,1.987241,0.2846144,0.1896924,0.4730535,3.037972,0.1624794,0.1266029,0.08758328,0.06508376,0.04841036
41983,455021647561254912,1237657071698051263,32.1854,0.786282,32.185396,0.7862675,0.06178009,17.40382,16.2101,15.71064,15.3912,15.20428,0.03533142,0.006102459,0.005560872,0.006534562,0.01874096,0.12388,0.09652643,0.06677654,0.04962213,0.03690974
47874,455019448537999360,1237680099167174698,32.0841,1.1843,32.084061,1.184274,0.04231261,16.65095,15.29188,14.59654,14.22678,14.08469,0.02941955,0.005159485,0.003326686,0.003525958,0.01074963,0.1277988,0.09957998,0.06888897,0.05119189,0.03807736
41800,454977941974050816,1237657071697657890,31.2108,0.758655,31.210807,0.75864416,0.1419901,18.74044,17.60341,17.02202,16.68992,16.6482,0.0832869,0.01434621,0.01261816,0.01473447,0.04860502,0.1040335,0.0810622,0.05607846,0.0416723,0.03099654
48181,454965847346145280,1237657071697592478,31.0706,0.6527,31.070633,0.65269546,0.07501151,18.86682,17.93976,17.52395,17.24612,17.19609,0.1067013,0.01920891,0.02075482,0.02896175,0.08818194,0.1088416,0.0848086,0.0586702,0.04359824,0.03242908
49035,454936160532195328,1237666407918927886,30.5514,-0.1006,30.551411,-0.10062675,0.01940267,15.78995,13.76077,12.93447,12.48601,12.52153,0.06033537,0.05103739,0.02613143,0.036919,0.04699936,0.1134477,0.08839768,0.06115311,0.04544331,0.03380148
50525,454865242032203776,1237680001450967225,32.3864,-0.999937,32.386388,-0.99994355,0.04313659,17.69357,16.64152,16.21843,16.10882,16.06169,0.06662977,0.01092761,0.007901913,0.01678168,0.0667653,0.1481114,0.1154074,0.07983831,0.05932842,0.04412944
40672,453893824498919424,1237678617430982842,30.0204,1.03473,30.020317,1.0347776,0.06045201,18.70211,17.6095,16.98368,16.59099,16.43319,0.04357073,0.008532916,0.007207458,0.007311538,0.02155981,0.1109543,0.08645487,0.05980908,0.04444455,0.03305858
44376,453811086248929280,1237663783136198958,28.676,-0.708545,28.675966,-0.70856967,0.04608816,19.29867,18.45094,18.00439,17.72931,17.58918,0.06215597,0.01427287,0.01427941,0.0158776,0.04693568,0.1302174,0.1014645,0.07019269,0.05216069,0.03879797
44333,453811086248929280,1237663783136198958,28.676,-0.708545,28.675966,-0.70856967,0.04608816,19.29867,18.45094,18.00439,17.72931,17.58918,0.06215597,0.01427287,0.01427941,0.0158776,0.04693568,0.1302174,0.1014645,0.07019269,0.05216069,0.03879797
50403,453767930417539072,1237663783673528437,29.6686,-0.248558,29.668583,-0.24852032,0.08091862,18.14015,16.84178,16.38291,16.04849,15.94983,0.04686377,0.009204277,0.008063781,0.008213234,0.02621589,0.1104284,0.08604508,0.05952559,0.04423389,0.03290189
42547,452702777219508224,1237663785282896197,26.936,1.01385,26.936037,1.0138336,0.07895177,17.74833,16.32233,15.66522,15.23613,14.99455,0.05179571,0.009013044,0.006994384,0.007229127,0.01634919,0.1133059,0.08828716,0.06107665,0.0453865,0.03375921
45569,452632408475330560,1237666407917879469,28.1106,-0.171473,28.110642,-0.17144726,0.08087336,22.59856,18.42441,17.509,17.04387,16.75535,2.89591,0.02358489,0.01869218,0.01764924,0.04631698,0.1406437,0.1095886,0.07581289,0.05633711,0.04190446
42342,451660165234583552,1237663784209023184,26.5413,0.0119735,26.541306,0.011983463,0.08082958,18.43243,17.22129,16.85677,16.67472,16.25078,0.08283549,0.0118893,0.05312539,0.0405455,0.05157148,0.1332351,0.1038159,0.07181933,0.05336946,0.03969707
49727,451646971095050240,1237657071158624430,26.3007,0.356286,26.300714,0.3562624,0.06968021,17.72036,16.30726,15.81316,15.48205,15.24539,0.06443889,0.009656703,0.00862953,0.008710127,0.02774588,0.1479231,0.1152607,0.07973681,0.05925299,0.04407334
44223,451631303054354432,1237678617429278863,26.2185,1.22967,26.218515,1.2296827,0.05916227,19.52336,17.92179,17.11687,16.68975,16.38743,0.09779134,0.01941086,0.01533686,0.02100244,0.02446482,0.1233485,0.09611232,0.06649005,0.04940924,0.0367514
49187,451581000397383680,1237663784208105545,24.4047,0.04027778,24.404718,0.040174421,0.01640047,16.57053,15.48898,15.06643,14.84681,14.68775,0.02650722,0.009128555,0.008646538,0.01861869,0.03088858,0.1944361,0.1515033,0.1048093,0.07788453,0.05793178
44337,451581000397383680,1237663784208105545,24.4047,0.0402135,24.404718,0.040174421,0.01640047,16.57053,15.48898,15.06643,14.84681,14.68775,0.02650722,0.009128555,0.008646538,0.01861869,0.03088858,0.1944361,0.1515033,0.1048093,0.07788453,0.05793178
496,451536745054365696,1237663783671562321,25.19771,-0.2182778,25.197745,-0.2182843,0.05832678,18.29327,17.41231,16.9403,16.66034,16.60257,0.07445171,0.01800765,0.01824704,0.0196324,0.0612762,0.1279268,0.09967967,0.06895793,0.05124314,0.03811548
42297,450442731521599488,1237663783133511779,22.4971,-0.633415,22.497155,-0.63342009,0.1175136,18.85257,17.76164,17.21811,16.88827,16.79627,0.08262891,0.02275541,0.01733259,0.01635737,0.04294944,0.1366957,0.1065124,0.07368477,0.05475568,0.04072817
42244,450416343242532864,1237663782597034183,23.4857,-1.16587,23.485638,-1.1658806,0.07752036,19.44083,17.7604,16.89825,16.48899,16.17984,0.09361271,0.0114609,0.007785358,0.007923715,0.02147949,0.1294746,0.1008857,0.06979226,0.05186313,0.03857664
40316,449239315994667008,1237657069546242456,22.1725,-0.888534,22.172516,-0.88855523,0.09524602,18.42551,17.27775,16.75973,16.45256,16.38705,0.09990792,0.02025921,0.01674816,0.01975463,0.06227049,0.1146961,0.0893704,0.06182603,0.04594336,0.03417343
42785,448251954083162112,1237678617426526320,19.8498,1.22313,19.849837,1.223154,0.08560841,18.27377,17.09083,16.48795,16.10936,15.93543,0.04763742,0.008911337,0.0068413,0.007260584,0.02203563,0.1184234,0.09227474,0.06383524,0.04743642,0.03528399
44225,448186808019216384,1237657189839601933,18.6167,-0.848536,18.616777,-0.84854856,0.08166458,19.82187,17.91164,17.10169,16.80245,16.74234,0.2815809,0.02278877,0.01718389,0.02102538,0.07122031,0.1657381,0.129142,0.08933986,0.06638909,0.04938129
45240,448165367542474752,1237666338116534427,19.55512,-0.90575,19.555136,-0.90577375,0.0981373,19.44736,18.06885,17.36635,16.99468,16.81747,0.1272209,0.01686625,0.01298187,0.01475226,0.04641433,0.1553044,0.1210121,0.08371562,0.06220968,0.04627257
1947,448136505362245632,1237666338653601837,20.00192,-0.4740556,20.002014,-0.47416792,0.04472311,17.13691,15.6383,14.92622,14.62006,14.33755,0.04367004,0.02170987,0.01889324,0.02249322,0.01201281,0.1410789,0.1099277,0.07604749,0.05651143,0.04203412
50421,448111491472713728,1237666338116927620,20.4874,-1.01433,20.48742,-1.0143238,0.05450312,17.19245,15.8444,15.15099,14.73529,14.47203,0.03559384,0.005818616,0.004544022,0.005868652,0.0129753,0.1925103,0.1500027,0.1037712,0.07711311,0.05735799
50597,447050737713702912,1237663783131349163,17.5375,-0.7022222,17.538604,-0.70025819,0.1176609,18.77398,17.47203,16.71558,16.34719,16.19791,0.09674788,0.01531735,0.008026265,0.01233219,0.03715365,0.1450047,0.1129867,0.07816365,0.05808397,0.0432038
49714,447038917963704320,1237663782594478310,17.6099,-1.06876,17.609875,-1.0687435,0.1546813,20.81295,18.665,17.76502,17.26089,16.86571,0.4228353,0.0338565,0.02070938,0.02064689,0.05256515,0.3093144,0.2410157,0.1667335,0.1239009,0.0921595
50390,445884980879452160,1237666338652094593,16.5482,-0.616988,16.548163,-0.61695773,0.07363261,17.48106,16.23237,15.5445,15.18783,14.93439,0.05088475,0.008029064,0.008257329,0.008548575,0.02053373,0.161813,0.1260836,0.08722404,0.0648168,0.04821179
50523,444743412378265600,1237666338114437272,14.8255,-0.948235,14.825477,-0.94825113,0.07925242,18.32353,17.13445,16.66375,16.33335,16.15204,0.07642539,0.01212431,0.01099489,0.01364801,0.04422334,0.1447687,0.1128028,0.07803645,0.05798944,0.04313349
42604,443757152629188608,1237663784203452476,13.7987,0.202771,13.798685,0.20273233,0.114887,18.98258,17.78448,17.22907,16.80077,16.57113,0.1201523,0.01977635,0.02177944,0.03789628,0.06301473,0.1045321,0.08145069,0.05634721,0.04187202,0.03114509
49450,443719494355937280,1237663785276670105,12.7151,0.8512,12.715061,0.8512079,0.01526079,17.90584,16.51084,16.10365,15.83857,15.81664,0.1605356,0.035468,0.107947,0.01646943,0.0693396,0.1011611,0.07882404,0.05453011,0.04052171,0.03014071
47194,443653248780363776,1237657190910984243,13.2184,-0.0744,13.218389,-0.074382288,0.1157034,17.78155,16.89938,16.48696,16.15399,16.09209,0.02532392,0.006131615,0.006514629,0.006526278,0.02232408,0.1257494,0.09798306,0.06778423,0.05037095,0.03746673
50092,442606236836325376,1237663204918952096,10.96667,0.8019444,10.966152,0.80195716,0.01813772,15.7263,14.68683,14.23809,13.99503,13.82598,0.0271969,0.004586471,0.003884562,0.004947918,0.0138754,0.08934898,0.06962012,0.04816288,0.03579018,0.02662132
49716,442507830545639424,1237663784202469430,11.6008,0.002378281,11.600812,0.0023792063,0.1164362,18.41339,16.74926,15.66669,15.23561,14.81739,0.06916911,0.01222194,0.01166285,0.01008473,0.02051235,0.07918489,0.06170033,0.042684,0.03171879,0.02359295
50409,442488039336339456,1237663783665860806,12.25122,-0.3232781,12.2512,-0.32325617,0.1562221,19.44031,18.19832,17.3744,16.94562,16.64223,0.1041758,0.01750783,0.01286861,0.01272016,0.03778848,0.09034097,0.07039308,0.0486976,0.03618754,0.02691688
44388,441434432302245888,1237657189835014224,8.15918,-1.0098,8.1591686,-1.009781,0.09172478,18.36927,17.66735,17.21365,16.83322,16.69586,0.02031011,0.006037209,0.006024475,0.006031957,0.01691627,0.08691325,0.06772222,0.04684992,0.03481451,0.0258956
50545,440348389507360768,1237678434328248343,6.92458,1.2324,6.9245706,1.2323702,0.08039093,18.7382,17.41815,16.88446,16.56171,16.4508,0.09603765,0.01191979,0.01097646,0.01488349,0.05618234,0.110379,0.08600658,0.05949896,0.0442141,0.03288717
475,440347289995732992,1237663716017242259,6.641208,0.4981945,6.6412469,0.49819334,0.07083492,18.82716,17.45518,16.7882,16.44018,16.20668,0.1006002,0.01530482,0.01245212,0.01385815,0.03780415,0.1076346,0.08386815,0.0580196,0.04311478,0.03206948
41834,440331621955037184,1237657191444906106,6.40368,0.243643,6.403698,0.24362513,0.07020893,18.38568,17.13469,16.61463,16.26111,16.10325,0.05424332,0.007622199,0.007720584,0.007832878,0.02803068,0.1032661,0.08046421,0.05566477,0.04136489,0.03076788
40550,439194179155814400,1237657191980859583,4.37749,0.759648,4.3774971,0.75962836,0.08927056,19.06624,17.68159,16.97828,16.65579,16.50476,0.09596715,0.01246763,0.01138836,0.01271658,0.03773718,0.1184534,0.09229808,0.06385139,0.04744842,0.03529291
50584,438072400655968256,1237657190906396787,2.66394,-0.05288839,2.6639604,-0.052848827,0.03880997,16.21759,14.94943,14.4177,14.10013,13.96071,0.01924522,0.003647576,0.00310295,0.003163113,0.00989599,0.1539118,0.119927,0.08296498,0.06165187,0.04585766
48092,438058381882714112,1237657190369460235,2.5276,-0.436,2.5276215,-0.43597042,0.03214863,16.63068,15.59565,15.24281,15.04136,14.93967,0.0176137,0.0123038,0.02187279,0.02547114,0.02556706,0.223494,0.174145,0.1204727,0.08952415,0.06658952
44607,436953372663244800,1237657192516354264,1.261888,1.14641,1.2619383,1.1463655,0.1813156,19.27731,18.46291,17.65224,17.25671,17.08247,0.09352323,0.01792227,0.01393879,0.0148846,0.04669656,0.1228198,0.09570035,0.06620506,0.04919746,0.03659387
25321,436882179285346304,1237657190906265733,2.339792,-0.07036111,2.3398486,-0.070331954,0.05766563,18.87343,17.50006,17.06918,16.80764,16.80726,0.1454879,0.02357325,0.02037386,0.0253664,0.09380209,0.2630212,0.2049444,0.1417796,0.1053574,0.07836656
49307,1003232660564240384,1237657607495418205,119.804,32.9147,119.8044,32.914676,0.01732075,15.78558,13.9549,13.07435,12.59012,12.23958,0.03424596,0.009312481,0.01185346,0.009898109,0.01780786,0.2881764,0.2245451,0.1553393,0.1154337,0.08586147
49306,1003232660564240384,1237657607495418205,119.804,32.9147,119.8044,32.914676,0.01732075,15.78558,13.9549,13.07435,12.59012,12.23958,0.03424596,0.009312481,0.01185346,0.009898109,0.01780786,0.2881764,0.2245451,0.1553393,0.1154337,0.08586147
52559,1003232660564240384,1237657607495418205,119.8042,32.915,119.8044,32.914676,0.01732075,15.78558,13.9549,13.07435,12.59012,12.23958,0.03424596,0.009312481,0.01185346,0.009898109,0.01780786,0.2881764,0.2245451,0.1553393,0.1154337,0.08586147
50703,997685071240521728,1237661958829441105,193.8542,52.2675,193.85353,52.267703,0.03440566,15.34134,14.16761,13.51163,13.20284,13.31948,0.01975336,0.003115338,0.002761037,0.003167962,0.01454454,0.0655588,0.05108297,0.03533896,0.02626064,0.01953309
47052,992091855371921408,1237657857146748985,179.79,52.7076,179.78967,52.707609,0.003606418,16.01921,13.60457,13.15423,13.16752,13.61836,0.07956873,0.004782557,0.003664638,0.009302686,0.04494572,0.111894,0.08718704,0.06031559,0.04482095,0.03333855
50567,987468408725465088,1237657628987031575,165.6458,50.5825,165.64548,50.582283,0.0222811,16.14841,14.57437,14.03489,13.84795,13.70089,0.2144698,0.1906987,0.1663765,0.05041919,0.2093783,0.07436916,0.05794794,0.04008812,0.02978977,0.02215812
52557,987468408725465088,1237657628987031575,165.6458,50.5825,165.64548,50.582283,0.0222811,16.14841,14.57437,14.03489,13.84795,13.70089,0.2144698,0.1906987,0.1663765,0.05041919,0.2093783,0.07436916,0.05794794,0.04008812,0.02978977,0.02215812
51979,981837534566836224,1237657856601620747,151.5458,47.29445,151.54772,47.295021,0.0381068,18.25168,17.03247,16.51396,16.28568,16.46729,0.08045682,0.01550984,0.0106682,0.01767356,0.08959664,0.0470899,0.03669213,0.02538345,0.01886262,0.01403033
54123,966117266682832896,1237657776070984149,116.7597,26.77631,116.75955,26.776492,0.02359245,17.55038,16.32427,15.79741,15.59326,15.49995,0.05022481,0.01061583,0.01293923,0.01942965,0.04185446,0.1602367,0.1248553,0.08637433,0.06418539,0.04774214
46122,950422838748145664,null,184.984,5.3433,184.98282,5.3441047,0.007828748,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
50666,950422838748145664,null,184.9833,5.343333,184.98282,5.3441047,0.007828748,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
47970,939037119924430848,1237657400810471527,143.631,46.4616,143.63155,46.461594,0.02649465,16.9514,15.66369,14.99372,14.65587,14.40472,0.0383764,0.005709306,0.005418058,0.007329698,0.01558809,0.06037125,0.04704087,0.03254266,0.02418268,0.01798747
4310,936903792421529600,1237657401882968204,139.665,45.5065,139.6652,45.506568,0.1946714,19.27647,18.57172,17.83875,17.4089,17.50729,0.1504921,0.0806834,0.08064125,0.09981544,0.1928171,0.06917331,0.05389937,0.03728734,0.02770849,0.02061002
49506,936855413909907456,1237657402419052703,137.178,44.8107,137.17756,44.810656,0.02673883,16.43124,14.80984,14.30284,13.92939,13.62552,0.03525084,0.004074266,0.003695027,0.003888156,0.01031818,0.07449082,0.05804274,0.0401537,0.0298385,0.02219436
52254,933481562211641344,1237657606427246665,131.5583,41.57972,131.55878,41.57978,0.03036467,16.14003,14.39643,13.66714,13.31815,12.99446,0.02680544,0.003357059,0.002384293,0.002610177,0.005684975,0.1250791,0.09746081,0.06742294,0.05010247,0.03726703
48463,928983734902876160,1237674365920739456,122.563,33.9566,122.56477,33.959741,0.0175046,21.00371,20.19089,19.25421,18.92378,18.63863,0.4095088,0.2513675,0.1820581,0.182665,0.1833335,0.2273574,0.1771553,0.1225552,0.09107167,0.06774059
47732,928983734902876160,1237674365920739456,122.563,33.9566,122.56477,33.959741,0.0175046,21.00371,20.19089,19.25421,18.92378,18.63863,0.4095088,0.2513675,0.1820581,0.182665,0.1833335,0.2273574,0.1771553,0.1225552,0.09107167,0.06774059
51725,919946300621875200,1237655373036912774,248.4583,39.26305,248.45674,39.263192,0.03176112,15.98429,14.44866,13.77347,13.44313,13.2466,0.01283915,0.002098242,0.001853301,0.002098596,0.004464605,0.04383421,0.03415532,0.02362849,0.0175585,0.0130603
55041,919908642348623872,1237655374110523609,248.9761,40.03106,248.97644,40.030951,0.03100961,18.81016,17.80301,17.50571,17.30264,17.17624,0.05073386,0.010923,0.01409363,0.01762789,0.05906873,0.04145499,0.03230145,0.02234599,0.01660547,0.01235142
50823,919883628459091968,1237655473968775626,250.05,39.73195,250.05393,39.733424,0.0297482,16.78615,15.86673,15.4883,15.3041,15.23443,0.02013571,0.007168692,0.007519166,0.008677461,0.01942024,0.04833156,0.03765963,0.02605276,0.01935999,0.01440028
48326,918781917774505984,1237655472893984772,247.252,41.2843,247.25171,41.284261,0.03188723,15.90414,14.3226,13.6071,13.28335,13.01443,0.0206009,0.002578595,0.004206329,0.003348495,0.007002729,0.04778812,0.03723618,0.02575982,0.01914231,0.01423836
51771,918759927541950464,1237655473430855875,247.9083,41.49361,247.90798,41.493643,0.03033459,16.29232,14.7579,14.18077,13.84607,13.66919,0.03310774,0.07858849,0.07835037,0.07345471,0.06157754,0.04057721,0.03161748,0.02187283,0.01625386,0.01208988
50753,918750306815207424,1237655374646739153,248.1583,41.45917,248.159,41.458555,0.0324332,18.30112,17.04997,16.81563,16.63419,16.701,0.08969128,0.01457887,0.01276732,0.02465918,0.1050845,0.02952108,0.02300262,0.01591311,0.01182515,0.008795736
40364,913221692338235392,1237660241386078475,47.0154,0.4334742,47.015407,0.43347,0.2045321,21.20265,19.92313,18.97541,18.51162,18.16788,0.2236496,0.0313532,0.0211014,0.02214415,0.05342856,0.3824232,0.2979816,0.2061423,0.1531858,0.1139421
45206,912060608109635584,1237657586029167130,52.1046,-0.0487797,52.104566,-0.048798,0.3048944,24.63647,20.68415,19.40267,18.90573,18.65103,3.953063,0.09525701,0.06088051,0.04953051,0.1403994,0.5422998,0.4225563,0.2923225,0.217227,0.1615769
43803,910882206103136256,1237666300018819099,50.5108,-0.442537,50.510794,-0.442538,0.2704267,21.73846,20.60928,19.26708,18.726,18.41747,0.5768176,0.08624527,0.04049696,0.05540446,0.1020088,0.2986323,0.2326923,0.1609754,0.119622,0.08897679
47128,909859109006764032,null,45.27917,0.3552778,45.272669,0.352319,-7.12347E-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
45168,909795337332353024,1237660024523456904,45.0386,-1.23756,45.038556,-1.237568,0.3257308,20.4281,20.24828,19.28366,19.01446,19.02039,0.250499,0.09880055,0.06816693,0.08378975,0.3276611,0.4675929,0.3643452,0.2520523,0.1873019,0.1393182
42796,907584494930782208,1237666302167482579,53.2036,1.15017,53.203621,1.1501653,0.1324055,20.95654,19.49183,18.60718,18.2119,18.0638,0.4633993,0.04763243,0.03279158,0.03849234,0.123757,0.4339364,0.3381203,0.2339101,0.1738202,0.1292903
49889,906475362475599872,1237666300556017828,51.2859,-0.0404115,51.279397,-0.036282338,0.1179416,21.45437,19.36124,18.30249,17.84874,17.45518,0.3276512,0.02428532,0.01597554,0.01682274,0.03963114,0.4508142,0.3512714,0.2430079,0.1805809,0.134319
45466,906451997853509632,1237666301092626765,50.7105,0.272865,50.710518,0.27281783,0.1183811,21.3822,21.47593,20.77369,20.50233,21.31316,0.4719838,0.2804885,0.1565009,0.1796569,1.593699,0.4176218,0.3254081,0.2251158,0.1672852,0.1244294
44012,906392349347702784,1237660240314433948,51.6651,-0.217293,51.669253,-0.22090336,0.1183408,20.83317,20.26471,19.60379,19.27721,19.11172,0.2855645,0.06654161,0.06215022,0.06214118,0.214408,0.4764629,0.3712567,0.2568337,0.1908549,0.141961
43305,904241150351665152,1237666301091512450,48.0949,0.332263,48.097805,0.32607939,0.02909794,20.3378,19.4274,19.22971,18.98338,18.90391,0.1140507,0.02078637,0.02615974,0.03272832,0.1347036,0.3496529,0.2724471,0.1884777,0.1400591,0.1041782
40225,904164734293534720,1237666300017312267,47.0401,-0.511049,47.040071,-0.51104335,0.07815736,20.65421,19.9142,19.49383,19.22653,19.14571,0.351846,0.07542218,0.07514969,0.1016244,0.3654294,0.2625723,0.2045946,0.1415376,0.1051776,0.0782328
50984,894059673651537920,1237655348888141972,229.1292,54.45972,229.13078,54.458604,0.04033999,17.39465,16.37249,16.02021,15.80865,15.70771,0.02418646,0.00415594,0.004709144,0.006101023,0.02532649,0.06985682,0.05443196,0.03765578,0.02798228,0.02081368
47555,892955488998680576,1237655348350746672,226.9667,54.75333,226.96595,54.752773,0.01045553,14.55281,13.43399,12.8112,12.57971,12.38457,0.01146268,0.002367333,0.001877506,0.001993132,0.006581797,0.08817907,0.06870854,0.04753225,0.03532156,0.02627275
