# ID ra dec redshift vflag
2784 61.22978333333333 -6.304716666666667 0.026725 9
2785 106.80397499999998 64.59995277777777 0.07966 9
2787 53.573787499999995 -6.264886111111111 0.017586 9
2791 351.3634333333333 -34.733336111111115 0.0608 9
2794 326.0178708333333 -15.636705555555555 0.050338 9
2803 140.92917083333333 22.90908333333333 0.032349 0
2805 276.0370333333333 46.67144166666667 0.067166 9
2806 163.43391249999996 49.49881388888889 0.140421 9
2807 158.2743458333333 39.87414444444445 0.142484 9
2813 182.4954125 55.649566666666665 0.130997 9
2819 159.2197708333333 37.994344444444444 0.098538 2
2822 353.48016666666666 -23.72796111111111 0.0477 9
2825 158.3969375 15.099452777777778 0.097417 2
2835 346.67044166666665 -26.34266111111111 0.1031 9
2858 185.43354999999997 75.310625 0.004923 9
2869 9.8262375 -27.349727777777776 0.022949 9
2870 44.011291666666665 -16.488119444444447 0.031588 9
2871 158.32347916666666 64.74971388888889 0.005887 2
2875 9.392879166666667 -22.549530555555556 0.012792 9
2876 5.904933333333333 4.706080555555555 0.081 9
2878 9.161045833333331 -22.593349999999997 0.01298 9
2879 12.757391666666665 -7.056886111111111 0.005837 9
2883 324.63919583333325 32.08490277777778 0.0248 9
2895 258.1176833333333 30.909338888888886 0.054683 2
2896 344.1680583333333 -3.2652972222222223 0.044017 9
2906 299.21097499999996 49.88764444444445 0.025257 9
2911 20.561999999999998 34.66905555555555 0.017 9
2928 354.1879708333333 -5.038086111111111 0.022569 9
2945 108.06508749999999 15.658386111111112 0.1656 9
2949 166.9492833333333 71.09236666666666 0.06 9
2950 65.72391666666665 -11.639080555555555 0.030087 9
2952 177.50241666666668 35.06574444444444 0.061074 0
2955 178.35938749999997 35.94820833333333 0.068 1
2963 142.75844583333333 21.80635277777778 0.082839 1
2966 133.38604166666664 51.313925 0.002308 2
2969 139.36915 27.33082222222222 0.075634 0
2970 147.76486666666665 19.425755555555558 0.106537 9
2971 158.46635833333332 14.497666666666666 0.107602 9
2974 193.7727208333333 25.303061111111113 0.065288 1
2979 188.66257916666666 23.83490833333333 0.140062 9
2982 128.91172916666665 -4.088330555555555 0.014213 9
2990 136.1541458333333 55.600791666666666 0.037142 1
2997 166.7507083333333 53.57466388888889 0.106944 9
3009 175.03851666666662 7.237230555555556 0.089995 1
3010 168.29037083333333 12.971675 0.069528 0
3015 134.24685 51.34750833333334 0.016485 2
3016 128.04712499999997 22.56071111111111 0.015814 1
3020 182.06353749999997 25.811241666666668 0.022349 0
3025 176.05706249999997 57.94799999999999 0.004363 2
3028 186.59725833333331 37.45051666666667 0.1 2
3029 147.21892083333333 28.89432777777778 0.046989 1
3030 160.33535416666663 31.67748888888889 0.035218 0
