# ID SN_Type SN_RA SN_Dec Redshift Kind_z Host_Name Host_RA Host_Dec vflag rmag AbsMag
194 Candidate 198.10841666666664 28.537833333333335 0.021218 host "CGCG 160-161" -999.0 -999.0 0 -999.0 -999.0
195 Candidate 206.19970833333332 37.161055555555556 0.02664 host "UGC 8695" -999.0 -999.0 1 -999.0 -999.0
196 Candidate 145.96304166666664 42.656444444444446 -999.0 -999 "PGC 27854" -999.0 -999.0 -999 -999.0 -999.0
197 Candidate 184.11299999999997 27.373344444444445 0.08 host "SDSS J121627.34+272223.5" 184.11391666666665 27.373194444444444 1 17.85896 -19.040593449599353
198 Candidate 116.34570833333332 -71.41130555555556 0.017722 host "NGC 2466" -999.0 -999.0 9 -999.0 -999.0
199 Candidate 244.9745416666666 52.54628611111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
200 Candidate 206.45021666666665 -10.943713888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
201 Candidate 286.19199166666664 48.75181944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
202 Candidate 252.944 81.59980555555555 0.0394 host "PGC 59179, UGC 10638" -999.0 -999.0 9 -999.0 -999.0
203 Candidate 142.02164166666665 -8.773175 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
204 Candidate 160.45846666666665 -18.57126388888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
205 Candidate 150.5811125 -3.211038888888889 -999.0 -999 "APMUKS(BJ) B095947.59-025808.8" -999.0 -999.0 -999 -999.0 -999.0
206 Candidate 319.1008291666666 -0.8286805555555555 0.01938 -999 "NGC 7047" -999.0 -999.0 9 -999.0 -999.0
207 Candidate 309.80938333333324 -5.875258333333334 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
208 Candidate 147.97836249999997 -14.601025 0.03138 -999 -999 -999.0 -999.0 9 -999.0 -999.0
209 Candidate 195.25563333333332 -1.210588888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
210 Candidate 150.55228749999998 -3.179008333333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
211 Candidate 208.3620458333333 69.63153055555554 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
212 Candidate 280.5243541666666 25.200094444444442 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
213 Candidate 229.1367 6.894424999999999 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
214 Candidate 205.09828749999997 25.147455555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
215 Candidate 234.18714999999997 48.295513888888884 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
216 Candidate 205.13214999999997 55.593247222222224 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
217 Candidate 314.780375 11.147583333333333 0.031 host "CGCG 425-028" -999.0 -999.0 9 -999.0 -999.0
218 Candidate 216.40482499999996 -17.18353888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
219 Candidate 195.03187499999996 27.976027777777777 0.02163 host "NGC 4889" -999.0 -999.0 0 -999.0 -999.0
220 Candidate 196.24606249999997 17.914872222222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
221 Candidate 232.9803333333333 1.3791416666666667 -999.0 -999 "SDSS J153155.38+012245.6" 232.98075 1.3793333333333333 -999 20.00092 nan
222 Candidate 341.02052499999996 -13.32658611111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
223 Candidate 4.5014375 -21.76253611111111 -999.0 -999 "APMUKS(BJ) B001528.37-220227.8" -999.0 -999.0 -999 -999.0 -999.0
224 Candidate 302.3780249999999 -24.709494444444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
225 Candidate 335.3286833333333 -4.667313888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
226 Candidate 326.04587499999997 8.865808333333334 -999.0 -999 "SDSS J214410.73+085158.9" 326.04470833333335 8.866361111111111 -999 19.42979 nan
227 Candidate 247.39925 15.65838888888889 0.034117 host "UGC 10412" -999.0 -999.0 2 -999.0 -999.0
228 Candidate 10.013124999999997 41.7553 0.000175 host M31 -999.0 -999.0 9 -999.0 -999.0
229 Candidate 261.22149999999993 18.540277777777778 -999.0 -999 "2MASX J17245315+1832253" 261.2214583333333 18.540361111111114 -999 -999.0 -999.0
230 Candidate 330.89462499999996 -24.98078888888889 -999.0 -999 "APMUKS(BJ) B220045.41-251326.5" -999.0 -999.0 -999 -999.0 -999.0
231 Candidate 352.22951249999994 -8.867011111111111 0.074 -999 "2MASX J23285496-0852046" 352.2289999999999 -8.867944444444445 9 16.45489 -20.275372113294516
232 Candidate 307.0495291666666 -19.123875 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
233 Candidate 293.3756833333333 -13.817375 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
234 Candidate 349.77167083333325 -14.706427777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
235 Candidate 339.76358333333326 -21.014280555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
236 Candidate 350.4365041666666 -9.635252777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
237 Candidate 19.96569583333333 -23.10751388888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
238 Candidate 21.198599999999995 -16.86394166666667 -999.0 -999 "2MASX J01244727-1651560" 21.19695833333333 -16.865555555555556 -999 -999.0 -999.0
239 Candidate 351.38048749999996 -15.280008333333335 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
240 Candidate 10.727833333333331 41.383469444444444 0.000175 host M31 -999.0 -999.0 9 -999.0 -999.0
241 Candidate 23.525791666666663 30.624669444444446 0.00019 host M33 -999.0 -999.0 9 -999.0 -999.0
242 Candidate 23.486583333333332 30.59788888888889 0.00019 host M33 -999.0 -999.0 9 -999.0 -999.0
243 Candidate 237.85512499999996 25.759333333333334 -999.0 -999 "PGC 1748738" -999.0 -999.0 -999 -999.0 -999.0
244 Candidate 21.508687499999997 -15.038630555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
245 Candidate 337.1154166666666 22.41222222222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
246 Candidate 298.291725 -10.296369444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
247 Candidate 256.5946 -62.157519444444446 0.00503 host "ESO 138-014, ESO 138-G14" -999.0 -999.0 9 -999.0 -999.0
248 Candidate 309.57865416666664 14.810069444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
249 Candidate 309.4201416666666 12.072055555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
250 Candidate 262.68966666666665 56.96477777777778 -999.0 -999 "MCG +10-25-56" -999.0 -999.0 -999 -999.0 -999.0
251 Candidate 246.61594166666663 -59.97778888888889 -999.0 -999 "ESO 137-027, ESO 137-G27" -999.0 -999.0 -999 -999.0 -999.0
252 Candidate 244.4920416666667 -60.71138888888889 -999.0 -999 "2MASX J16180412-6041419" 244.51716666666667 -60.69497222222222 -999 -999.0 -999.0
253 Candidate 10.597916666666665 41.288830555555556 0.000175 host M31 -999.0 -999.0 9 -999.0 -999.0
254 Candidate 350.27875 -8.109744444444445 0.0986 host "2MASX J23210756-0806359" 350.28149999999994 -8.109972222222222 9 15.75273 -21.60075808934569
255 Candidate 231.80746666666664 28.763894444444446 0.061936 -999 -999 -999.0 -999.0 0 -999.0 -999.0
256 Candidate 17.139249999999997 16.901999999999997 -999.0 -999 "UGC 708" -999.0 -999.0 -999 -999.0 -999.0
257 Candidate 9.819208333333332 -4.507713888888889 -999.0 -999 "APMUKS(BJ) B003643.81-044653.4" -999.0 -999.0 -999 -999.0 -999.0
258 Candidate 30.857374999999994 7.8858 -999.0 -999 "SDSS J020325.71+075309.8" 30.857124999999993 7.886055555555555 -999 20.77474 nan
259 Candidate 281.9096666666667 70.733 -999.0 -999 "UGC 11363" -999.0 -999.0 -999 -999.0 -999.0
260 Candidate 270.6743333333333 9.053497222222223 -999.0 -999 "PGC 1358789, CGMW 5-00703" -999.0 -999.0 -999 -999.0 -999.0
261 Candidate 244.41621666666666 14.298597222222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
262 Candidate 7.071583333333333 31.202555555555556 -999.0 -999 "PGC 1739, CGCG 500-027" -999.0 -999.0 -999 -999.0 -999.0
263 Candidate 354.0339583333333 22.542619444444448 -999.0 -999 "2MASX J23360901+2232428, PGC 1671957" 354.03754166666664 22.545222222222225 -999 15.41557 nan
264 Candidate 252.9868875 25.924075000000002 0.035572 -999 -999 -999.0 -999.0 2 -999.0 -999.0
265 Candidate 243.61433749999998 25.693638888888888 0.0638 -999 -999 -999.0 -999.0 0 -999.0 -999.0
266 Candidate 352.99383333333327 28.947694444444444 0.018 host "MRK 0930S, MRK 930S" -999.0 -999.0 9 -999.0 -999.0
267 Candidate 254.39204166666664 42.31777777777778 -999.0 -999 "SDSS J165734.33+421902.7" 254.39304166666662 42.31741666666667 -999 20.00172 nan
268 Candidate 48.46172083333333 -18.517169444444445 0.0523 -999 -999 -999.0 -999.0 9 -999.0 -999.0
269 Candidate 5.166833333333332 -13.894533333333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
270 Candidate 27.737691666666663 -22.767169444444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
271 Candidate 31.336624999999998 -19.498980555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
272 Candidate 31.06187083333333 -8.141319444444443 0.86 -999 -999 -999.0 -999.0 9 -999.0 -999.0
273 Candidate 35.97261666666666 -33.908677777777775 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
274 Candidate 33.57904166666667 18.300811111111113 -999.0 -999 "2MASX J02142007+1818140" 33.583625 18.30388888888889 -999 15.28883 nan
275 Candidate 352.22712499999994 19.774633333333334 -999.0 -999 "2MASX J23285488+1946286" 352.2286666666666 19.77461111111111 -999 15.94755 nan
276 Candidate 263.65947083333333 40.75373888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
277 Candidate 250.51940416666665 40.93641944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
278 Candidate 287.8660958333333 55.80296944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
279 Candidate 284.9532083333333 45.02481111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
280 Candidate 314.29249999999996 25.964469444444443 0.005084 host "UGC 11651" -999.0 -999.0 9 -999.0 -999.0
281 Candidate 345.582625 9.219322222222223 -999.0 -999 "2MASX J23021928+0913132" 345.58033333333333 9.220333333333333 -999 15.7305 nan
282 Candidate 356.19758333333334 25.892274999999998 -999.0 -999 "SDSS J234447.70+255335.2" 356.19874999999996 25.89311111111111 -999 21.66103 nan
283 Candidate 14.297062499999997 -26.78336388888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
284 Candidate 72.05448333333332 -24.70798611111111 -999.0 -999 "APMUKS(BJ) B044608.08-244735.4" -999.0 -999.0 -999 -999.0 -999.0
285 Candidate 359.0248416666666 -27.020641666666666 -999.0 -999 "APMUKS(BJ) B235331.41-271757.4" -999.0 -999.0 -999 -999.0 -999.0
286 Candidate 73.773725 -28.675375000000003 -999.0 -999 "APMUKS(BJ) B045307.08-284514.0" -999.0 -999.0 -999 -999.0 -999.0
287 Candidate 10.571949999999998 41.16235555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
288 Candidate 359.6473333333333 25.59736111111111 -999.0 -999 "GALEXASC J235835.48+253550.9" 359.64783333333327 25.597472222222223 -999 17.18431 nan
289 Candidate 351.50399999999996 25.78538888888889 -999.0 -999 "KUG 2323+255 NED02" -999.0 -999.0 -999 -999.0 -999.0
290 Candidate 42.75120833333333 39.93555555555555 -999.0 -999 "2MASX J02510026+3956039" 42.75108333333333 39.934416666666664 -999 -999.0 -999.0
291 Candidate 140.49491666666665 50.955333333333336 0.00348 host "NGC 2841" -999.0 -999.0 2 -999.0 -999.0
292 Candidate 33.983374999999995 33.81197222222222 0.032 host "KUG 0212+3358" -999.0 -999.0 9 -999.0 -999.0
293 Candidate 4.863391666666666 -10.170499999999999 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
294 Candidate 247.21942499999997 5.016375 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
295 Candidate 57.98065416666666 -18.996333333333336 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
296 Candidate 280.3414333333333 45.49305555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
297 Candidate 307.0178291666666 10.542633333333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
298 Candidate 314.1400916666666 -6.53885 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
299 Candidate 19.314037499999998 6.964630555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
300 Candidate 36.10930833333333 -3.0477666666666665 -999.0 -999 "APMUKS(BJ) B022154.62-031622.0" -999.0 -999.0 -999 -999.0 -999.0
301 Candidate 348.42454166666664 24.90233333333333 0.0266 host "NGC 7527" -999.0 -999.0 9 -999.0 -999.0
302 Candidate 24.0809625 2.5429666666666666 -999.0 -999 "2MASX J01361914+0232415" 24.079749999999997 2.544861111111111 -999 16.89408 nan
303 Candidate 35.62579999999999 15.639719444444443 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
304 Candidate 46.25166666666666 2.2115472222222223 -999.0 -999 "GALEXASC J030500.36+021244.6" 46.2515 2.212388888888889 -999 17.43047 nan
305 Candidate 27.140124999999998 7.888819444444444 -999.0 -999 "SDSS J014833.57+075320.4" 27.139874999999996 7.888999999999999 -999 20.35464 nan
306 Candidate 66.063375 31.404055555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
307 Candidate 17.865316666666665 26.311861111111114 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
308 Candidate 93.98033333333332 54.560649999999995 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
309 Candidate 40.64422916666666 37.070486111111116 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
310 Candidate 10.621416666666665 40.88415 0.00018 host M32 -999.0 -999.0 9 -999.0 -999.0
311 Candidate 5.047633333333332 47.48229722222222 -999.0 -999 "2MASX J00201167+4728401" 5.048624999999999 47.477805555555555 -999 -999.0 -999.0
312 Candidate 94.18808749999998 50.04429722222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
313 Candidate 44.91824166666666 32.80203888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
314 Candidate 290.3380583333333 47.240925000000004 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
315 Candidate 266.2861708333333 14.832455555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
316 Candidate 267.6128833333333 47.42516666666666 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
317 Candidate 76.86579999999998 -13.40415 -999.0 -999 "PGC 938372, 2MASX J05072698-1324279" 76.86241666666665 -13.40775 -999 -999.0 -999.0
318 Candidate 72.92374999999998 -6.232111111111111 0.01293 host "IC 2101" -999.0 -999.0 9 -999.0 -999.0
319 Candidate 280.3069 43.12378888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
320 Candidate 49.00366249999999 15.894841666666666 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
321 Candidate 271.8950541666667 10.591075 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
322 Candidate 130.93657916666666 52.54295833333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
323 Dwarf 89.32741666666665 68.54077777777778 -999.0 -999 "Var Cam 06" -999.0 -999.0 -999 -999.0 -999.0
324 Candidate 106.91932083333332 -38.67144444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
325 Candidate 292.4103458333333 46.12695 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
326 Candidate 102.21141249999998 -38.600297222222224 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
327 Candidate 278.6498791666666 31.533647222222225 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
328 Candidate 273.5003541666666 31.288322222222224 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
329 Candidate 6.586791666666666 51.519425 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
330 Candidate 23.292749999999998 30.536350000000002 0.00019 host M33 -999.0 -999.0 9 -999.0 -999.0
331 Candidate 353.2238333333333 24.369555555555557 -999.0 -999 "SDSS J233253.64+242210.0" 353.2235 24.369444444444444 -999 20.32192 nan
332 Candidate 141.3188583333333 55.583197222222225 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
333 Candidate 98.18166666666666 71.60223055555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
334 Candidate 125.75929999999997 21.730508333333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
335 Candidate 133.65701666666666 22.262041666666665 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
336 Candidate 131.92750416666667 18.04860277777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
337 Candidate 135.04659999999998 20.690572222222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
338 Candidate 134.86851666666664 21.152227777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
339 Candidate 139.78578749999997 26.68737777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
340 Candidate 136.6902708333333 26.768694444444442 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
341 Candidate 335.8399791666666 -31.617133333333335 -999.0 -999 "2dFGRS S411Z139" -999.0 -999.0 -999 -999.0 -999.0
342 Candidate 16.11170833333333 2.1730305555555556 -0.000781 -999 "IC 1613" -999.0 -999.0 2 -999.0 -999.0
343 Candidate 18.462458333333334 13.27263888888889 0.0496 host "UGC 774" -999.0 -999.0 9 -999.0 -999.0
344 Candidate 351.67941249999996 -9.962972222222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
345 Candidate 96.1465875 40.035925 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
346 Candidate 168.66435416666664 52.96775 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
347 Candidate 320.5229166666666 23.214 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
348 Candidate 54.39291666666666 -51.191694444444444 -999.0 -999 "ESO 200-G-054, ESO 200-G54" -999.0 -999.0 -999 -999.0 -999.0
349 Candidate 23.506541666666664 30.71108333333333 0.00019 host M33 -999.0 -999.0 9 -999.0 -999.0
350 Candidate 8.172995833333331 40.02836111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
351 Candidate 123.44583333333331 58.08152777777778 0.027 host "SBS 0809+582" -999.0 -999.0 2 -999.0 -999.0
352 Candidate 128.50691666666665 44.602555555555554 -999.0 -999 "SDSS J083401.18+443614.0" 128.50491666666667 44.60388888888889 -999 22.27206 nan
353 Candidate 47.37507916666666 -23.25073888888889 0.068708 host "GALEXASC J030930.73-231459.2" 47.37804166666666 -23.24977777777778 9 -999.0 -999.0
354 Candidate 343.4650499999999 -12.087661111111112 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
355 Candidate 32.71073749999999 34.9852 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
356 Candidate 10.694124999999998 41.28272222222222 0.000175 host M31 -999.0 -999.0 9 -999.0 -999.0
357 Candidate 79.86752499999999 14.446827777777777 0.022899 -999 "2MASX J05192713+1426368" 79.86304166666666 14.443555555555555 9 -999.0 -999.0
358 Candidate 36.00962499999999 -1.7601555555555555 -999.0 -999 "2MASX J02240242-0145389" 36.01008333333333 -1.7608055555555555 -999 16.472 nan
359 Candidate 18.4388625 -5.857944444444444 0.054371 -999 -999 -999.0 -999.0 9 -999.0 -999.0
360 Candidate 59.67198333333333 -6.527063888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
361 Candidate 319.9259333333333 24.508488888888888 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
362 Candidate 153.64989999999997 48.90606944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
363 Candidate 4.255037499999999 21.343366666666665 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
364 Candidate 39.35302916666666 37.40733888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
365 Candidate 17.705354166666666 19.815852777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
366 Candidate 90.75370833333331 46.44613333333333 -999.0 -999 "PGC 2281348" -999.0 -999.0 -999 -999.0 -999.0
367 Candidate 55.11305416666666 40.30703611111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
368 Candidate 120.17059999999998 28.32559722222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
369 Candidate 228.6839708333333 49.449016666666665 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
370 Candidate 165.02533333333332 44.36239722222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
371 Candidate 81.13671249999999 -31.867491666666666 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
372 Candidate 10.381416666666665 41.120444444444445 0.000175 host M31 -999.0 -999.0 9 -999.0 -999.0
373 Candidate 201.23832916666663 39.11955555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
