ID,hostra,hostdec,petroMag_r
50478,5.32624,1.07389,21.19981
41600,5.43385,1.08853,18.63494
43396,6.47723,1.19183,20.19605
45114,8.8967,1.14763,18.66096
44040,9.62812,1.05296,19.67423
46881,159.6917,53.50222,10.91741
43911,38.3704,-0.981447,19.86232
48449,38.54167,-0.8883333,19.57902
41550,38.6932,-0.999142,21.78237
40838,39.4882,-0.934771,22.0887
49143,40.3,-0.8794444,20.07661
48178,40.63334,-1.015278,21.27991
45512,40.56075,-0.8621131,21.12942
45641,40.5682,-1.00013,20.84316
44901,40.8253,-0.970756,19.68074
50476,42.0856,-0.969733,20.47185
45206,52.1046,-0.0487797,19.40267
44713,52.1563,-0.0605033,20.55211
49428,53.4191,-0.112977,19.1389
50391,54.0181,-0.199799,16.63833
41593,42.2831,0.286663,20.84078
44444,50.742,0.42218,21.09238
49811,35.84262,0.8190295,18.26188
42495,36.296,0.758792,20.29905
50450,36.4081,0.708889,18.83763
43544,36.4261,0.794875,20.136
45530,36.6051,0.790793,20.10362
47127,36.60417,0.8122222,22.08792
47716,37.52083,0.7477778,21.81151
42768,37.8436,0.740201,22.49775
44446,39.6106,0.787606,20.08848
43364,42.17291,0.6546011,19.21929
47352,175.2458,11.47139,10.81636
47906,175.2458,11.47139,10.81636
274,203.727,10.98519,19.53175
41363,42.9633,0.66832,23.24979
49114,191.6042,11.94944,16.58324
41986,50.19,0.842074,21.44325
51202,145.2417,47.62056,13.72806
47043,154.8583,50.87194,22.85949
52256,177.0083,54.57722,20.04376
47948,168.485,12.3011,13.25974
46877,198.166,12.5998,12.94423
52573,198.1667,12.59972,24.80216
48147,236.6458,8.190556,21.33053
52274,173.6542,54.89139,15.77387
46613,173.7583,54.85056,17.68896
50703,193.8542,52.2675,13.51163
49784,177.047,54.9918,14.88349
52172,145.4083,48.67056,15.64618
52431,163.6625,54.30472,12.365
51300,186.7792,6.425833,15.50914
52586,176.8917,55.96722,12.0384
48315,117.5,30.025,13.77483
51833,113.0583,25.90639,14.41238
52674,116.4302,31.00856,16.38588
52254,131.5583,41.57972,13.66714
52559,119.8042,32.915,13.07435
49306,119.804,32.9147,13.07435
49307,119.804,32.9147,13.07435
52803,116.3624,29.89067,20.88566
36744,131.8282,43.40802,19.63384
21639,130.0158,43.42137,19.46029
22022,130.6626,43.78409,22.78898
21989,131.3363,44.23911,21.33233
36763,132.2501,44.86541,20.99945
22019,132.3793,45.00236,21.70215
46438,167.8833,55.67083,16.64523
46693,168.8958,55.91056,23.63847
47370,178.745,58.4936,12.17506
48679,140.949,42.1834,14.67846
49791,139.34,41.911,19.95552
50567,165.6458,50.5825,14.03489
52557,165.6458,50.5825,14.03489
49596,178.4542,52.3275,11.07774
51976,136.9917,41.70889,20.65407
47005,145.938,49.2967,16.09225
50972,163.9792,36.86111,13.19607
51297,151.35,51.27722,21.11617
46384,138.7333,46.90333,20.84762
47914,138.7333,46.90333,20.84762
48603,139.8,48.96806,14.39677
51871,152.0375,51.845,14.07911
52614,152.0375,51.845,14.07911
52443,160.1083,53.96472,17.82574
47582,156.25,53.875,16.24187
22009,131.3178,43.38634,18.37388
36745,132.1409,43.98439,19.93511
36764,131.3558,44.05961,19.39839
21621,131.5811,44.07286,18.6814
36760,132.0115,44.44942,21.06347
52104,141.1583,49.35722,12.76791
52379,140.2625,49.60222,13.7576
55115,140.8233,42.3802,21.27466
51869,133.6917,39.53889,13.14504
54123,116.7597,26.77631,15.79741
49454,116.8583,26.92556,16.30659
50139,177.3583,51.8225,21.19694
51979,151.5458,47.29445,16.51396
51002,155.825,49.08778,21.3071
47052,179.79,52.7076,13.15423
55468,133.9535,3.641083,16.06543
51891,145.5458,4.673333,12.60849
51251,162.8083,5.84,11.81039
750,133.9941,4.467639,16.86615
52712,141.1109,5.171722,17.52537
53351,160.2759,6.523861,16.53902
51406,161.2167,6.596944,22.68699
47962,161.2167,6.596944,22.68699
55832,141.8821,5.653306,22.15985
48288,143.6625,5.840556,14.02598
3679,125.7862,4.334889,16.7326
50154,233.5417,7.096667,23.36283
47596,127.447,4.6266,16.94799
50233,228.9958,4.5675,17.62389
50229,216.9417,6.593333,24.54248
47463,227.5833,5.854445,17.77336
47464,227.6,5.925,19.0683
51363,162.0293,56.85016,20.22601
21960,163.2832,57.20127,20.73848
21935,161.3537,57.21845,18.84772
51366,162.0625,57.40528,18.50946
21710,161.3137,58.19339,22.66503
21945,163.682,58.62692,21.19208
21715,161.289,58.55465,21.53145
21712,162.525,58.77777,21.50775
21767,160.6718,58.84427,15.15128
50661,179.0458,60.5225,20.44467
47384,126.1042,3.818889,19.0059
47383,126.0833,3.86,20.33905
50148,141,5.206944,21.2506
48977,163.13,7.2249,13.59318
46957,186.6958,8.883889,23.63734
48637,185.6792,9.332222,12.51116
46721,187.169,9.2588,12.49434
45,155.383,8.4055,16.70663
54256,177.9993,9.703083,15.80533
25735,133.9884,6.336139,15.32683
54295,157.464,9.010695,15.41411
4254,179.5751,10.05636,16.34161
48954,179.615,10.0215,13.32249
49172,179.615,10.0215,13.32249
50285,182.8875,57.7375,12.93373
49643,182.8875,57.7375,12.93373
50200,229.65,9.854722,22.05685
48931,164.0417,47.39222,14.24104
51741,182.0042,49.22583,21.64157
51594,182.0042,49.22583,21.64157
47629,154.979,45.5498,11.27027
40192,218.6216,34.46083,17.27552
8517,218.6254,34.44917,21.6601
46312,230.6875,29.76972,14.44408
48771,240.975,25.01,13.57963
49585,236.4125,28.08861,13.75833
51397,211.0458,33.30778,13.8726
46329,231.7542,26.45,21.02842
51788,250.6042,16.82444,20.12472
51796,233.3208,27.57444,21.8399
46393,154.9792,45.54972,11.27027
48697,154.742,46.4541,15.2412
47468,159.607,47.7102,16.28451
46874,181.393,50.539,11.43794
51028,181.3958,50.53972,11.43794
46124,182.7667,50.48472,11.45872
48585,182.7667,50.48472,11.45872
50474,6.04292,0.775187,22.34191
45524,8.573154,0.7955611,18.60374
43387,8.4788,0.675785,21.06182
41981,8.56977,0.675729,19.24171
44271,8.69743,0.687896,21.11426
49409,9.01178,0.835223,18.62047
40995,9.86141,0.74595,20.2001
50092,10.96667,0.8019444,14.23809
42353,11.1019,0.667705,20.92842
43001,11.3059,0.828934,20.34242
41651,13.0332,0.66131,19.95561
50461,15.49583,0.6819444,22.36667
49821,16.0708,0.76911,19.56505
44692,16.3752,0.834756,21.01537
43745,16.4519,0.820605,20.07125
49739,17.39481,0.7042742,21.70793
41485,18.704,0.74648,19.93492
44779,18.82371,0.7882728,20.59097
50598,18.85417,0.8183333,24.99201
44510,19.6166,0.732278,19.97406
43319,20.7589,0.80468,19.6717
44780,21.551,0.81079,21.05098
50054,191.5625,11.43222,22.77633
46766,189.4333,11.81806,10.72136
49104,186.3875,12.26,20.92822
46566,186.532,13.1133,17.98469
47961,230.4833,5.070556,11.29647
46562,174.2,54.29611,22.81827
50801,179.2042,54.45694,22.02161
46531,168.0458,54.01139,21.94773
52864,195.9115,55.10175,16.54896
51342,176.0125,55.68945,18.88231
50991,201.725,52.75361,13.17136
47863,186.298,54.5061,13.10888
52023,200.6333,54.81833,14.17737
46777,211.59,50.7251,12.14379
51478,212.9906,52.07185,20.59954
51042,221.175,49.72889,23.00459
48734,214.3292,52.24528,20.0149
47311,214.4792,52.31667,21.36186
56963,214.4294,52.18961,20.79357
56835,214.4421,52.26758,24.66753
47216,217.8792,49.95861,13.46932
52622,218.1125,49.905,12.42239
50804,240.7583,39.64556,20.82503
21866,213.2371,52.74364,17.06207
56847,214.1497,52.47894,22.53882
48188,226.5417,53.41083,14.65278
50297,257.8125,21.26056,18.54269
46782,248.336,34.8072,16.35556
32367,244.0123,38.99928,22.48495
49225,240.569,42.9169,13.70224
48029,241.325,43.195,16.89257
49223,246.8417,39.10972,13.71757
51377,251.7375,34.15556,13.57377
47658,227.2375,52.44611,20.71413
52317,243.4958,42.69972,19.14917
52039,248.0583,38.65556,17.03712
51088,246.2917,40.8925,12.45487
47326,247.4625,39.76667,13.97399
220,234.605,46.90114,18.36746
45208,349.432,-1.1138,20.04614
46683,249.225,36.42389,13.64258
52281,260.0083,23.75056,20.77982
49439,307.448,1.14327,20.27663
43178,310.455,1.0649,18.99696
55766,260.5198,59.1,22.4513
49043,262.099,57.5454,14.77149
47742,14.41667,43.79194,13.32928
52538,14.41667,43.79194,13.32928
39478,13.76388,42.33167,16.2753
46814,5.270833,34.515,12.91005
41038,336.671,-1.23873,17.98042
43500,336.66,-1.17705,20.09019
43799,336.714,-1.07998,21.43716
44389,336.978,-1.15487,19.13724
43808,337.269,-1.11876,17.17712
43815,337.305,-1.20782,19.81649
40268,337.275,-1.12864,21.45335
43582,337.532,-1.15424,19.84021
41623,338.084,-1.15185,21.20891
42855,338.472,-1.20452,20.52348
50543,338.782,-1.1093,17.61273
41210,340.065,-1.06889,20.69645
40269,345.029,-1.20384,20.71903
43991,38.3545,-1.08027,23.04876
43992,41.168,-1.20053,20.7512
41969,41.4185,-1.0881,22.61053
42085,42.785,-1.17043,20.2204
45185,353.993,0.613131,19.10571
43866,43.0704,-1.12697,18.88334
41289,43.8791,-1.25781,20.02879
40657,44.8444,-1.22042,19.89698
45168,45.0386,-1.23756,19.28366
43969,45.1001,-1.13397,16.26471
49477,45.5475,-1.16658,17.7229
44317,45.5896,-1.22663,20.12546
43867,45.5804,-1.06265,21.28637
41290,46.665,-1.10328,20.78864
45766,5.03787,0.598161,19.4004
43995,56.2029,-1.13933,21.45404
45408,338.662,-0.638183,19.6728
40745,339.197,-0.769781,20.10956
42554,340.824,-0.75886,20.83367
43962,340.844,-0.717477,19.51534
41214,340.962,-0.753886,18.33571
43839,341.088,-0.65797,18.96286
41049,342.126,-0.825245,20.30414
41919,343.087,-0.732553,19.76882
467,33.93958,0.8598889,17.49903
43424,34.6379,0.8809439,20.45872
41296,50.2178,-0.830426,21.96591
42086,50.6564,-0.649565,22.38682
44130,52.0497,-0.833011,19.48881
50578,53.0023,-0.661717,19.9787
49916,53.3769,-0.677284,19.85073
49305,48.4494,-0.2433,19.75968
41998,49.2288,-0.355902,22.05688
44012,51.6651,-0.217293,21.17415
45676,53.7465,0.0006207639,17.29977
42426,44.6341,0.459847,20.69687
44597,45.0979,0.511986,20.92429
42439,45.4595,0.605141,20.29896
40364,47.0154,0.4334742,18.97541
42011,48.6611,0.588243,21.01828
44061,50.1506,0.531662,20.79282
40799,52.3427,0.596293,18.26246
42986,53.2252,0.532716,20.92198
41790,343.1733,0.363822,19.34195
43150,344.256,0.336624,19.50289
44946,344.886,0.269841,18.7993
42660,53.4412,0.595363,20.14134
44393,317.762,-0.801165,20.13132
40372,318.653,-0.827371,16.43657
43587,318.616,-0.764117,21.91678
41382,318.927,-0.700217,17.94683
44281,319.584,-0.790904,20.12751
41279,46.69887,0.9496078,22.54779
42014,46.9088,0.987697,19.0791
49466,47.1236,0.888935,21.45298
49446,323.583,-0.681386,19.48389
40365,47.0752,0.959234,23.53776
49824,51.13698,1.022631,18.32694
40719,316.242,-0.283489,18.86752
43806,317.947,-0.386021,19.6029
44427,318.118,-0.330909,19.23595
40919,318.3209,-0.4047642,20.89951
43136,51.5735,0.95836,21.88468
49462,318.8852,-0.355355,20.95715
42015,51.8738,0.895514,20.96745
41305,53.3647,1.02013,21.23553
40586,53.6548,0.891952,20.82618
41746,54.41794,0.998377,18.65787
43369,324.228,-0.209449,19.02675
41027,314.231,0.0856315,18.86351
43916,43.9415,-0.0511723,19.43951
44494,44.1177,-0.133582,20.31561
45579,44.2709,-0.09211511,21.78251
43475,316.559,0.0977852,15.03008
45204,316.482,0.120151,20.74419
49812,58.05833,0.2919444,22.94706
50091,138.6083,36.1125,13.68857
45152,318.238,0.09975781,18.7135
47132,147.9292,40.31389,21.47096
42389,322.656,0.116622,20.12083
45583,323.587,0.152081,20.76221
42391,324.064,0.04739461,20.78424
48317,139.9917,37.19083,13.55314
41581,318.767,0.450923,18.38709
40522,321.783,0.543078,19.78383
52530,63.4125,25.48278,13.56653
40869,318.919,0.875313,23.29011
55297,155.4072,8.931723,17.85967
45159,321.447,0.84988,20.72485
45423,345.575,0.729391,21.25449
45424,346.086,0.690225,19.82345
42490,346.573,0.750205,20.2748
41794,347.35,0.802005,20.77855
42760,348.967,0.815569,19.42205
45426,349.972,0.80599,16.75921
45518,351.1638,0.8199728,20.10235
42328,352.386,0.676615,18.69883
43312,352.367,0.755043,20.23518
50340,352.523,0.724152,16.29963
43176,352.53,0.789232,20.30389
42112,353.51,0.683732,19.48718
40293,347.5,1.08222,18.99053
41314,349.775,1.07224,20.54211
41200,353.372,1.13891,20.28438
41376,331.821,-0.32107,22.00656
41610,333.101,-0.259003,19.87857
44949,333.2479,-0.4116422,19.82106
42230,335.38,-0.269052,21.30877
43668,336.21,-0.22119,19.65662
49424,339.0125,-0.3677778,20.39561
41613,339.1774,-0.2753289,20.17267
42870,339.766,-0.272613,20.24096
40339,340.138,-0.298019,16.59393
49476,343.707,-0.252604,18.5549
40601,344.37,-0.263297,19.98156
41910,344.592,-0.252179,19.27792
42871,344.899,-0.348151,17.90088
50555,325.266,0.14245,17.89711
45157,325.249,0.05324961,20.43126
43948,325.544,0.191517,20.38024
53594,167.885,9.072639,15.83637
46806,168.4583,9.586667,13.46083
51020,175.5542,10.64833,19.46724
46637,184.7417,47.30444,9.952083
52479,184.7417,47.30444,9.952083
47701,171.5708,46.97389,13.11954
53507,118.554,21.79164,22.07148
52547,122.8167,25.17945,14.0732
48324,128.346,29.5388,13.05253
47878,113.8292,19.04694,13.41233
51877,133.1417,55.25389,20.35608
51738,118.1333,21.89139,21.15095
47996,128.822,28.4734,12.6898
46111,128.822,28.4734,12.6898
48590,54.54167,40.98278,13.45278
51171,42.55,47.05444,14.22509
49666,42.55,47.05444,14.22509
50816,50.075,41.36222,22.7488
49537,51.50417,40.695,15.71362
48815,55.9875,39.295,13.11982
47946,55.9875,39.295,13.11982
52140,43.1875,46.93806,13.43057
49412,143.026,8.4418,12.13941
48301,147.775,9.008611,13.41291
472,121.8832,5.534194,15.24157
50961,144.5333,9.523889,13.06553
51728,144.5333,9.523889,13.06553
50683,149.0125,10.49833,20.79312
51298,188.4833,13.91889,16.87579
48573,122.2458,6.726944,24.08299
4585,123.6538,6.992361,15.24416
53982,141.701,10.7675,17.40418
47050,157.445,13.0182,14.06833
47014,157.445,13.0182,14.06833
46738,185.425,14.59833,12.21406
47130,124.775,7.7225,21.91011
47963,188.7333,15.56556,14.21155
51145,182.6542,16.03306,12.20402
51504,38.49166,44.34444,21.40932
49050,55.38334,37.22556,14.47053
50664,49.32084,41.38556,13.84377
49735,49.3625,41.405,20.90597
47737,51.99583,39.90472,14.28273
50151,121.6917,22.41278,22.61487
46354,49.54583,40.36528,21.69376
50728,223.6625,42.02361,14.18369
51444,223.5333,42.54805,17.47159
52027,226.5083,41.42556,16.70675
49662,225.96,42.1154,13.7917
52177,225.9583,42.11555,20.96548
50241,216.4833,46.44889,25.06427
47971,167.625,55.17,14.34655
46598,174.843,56.2706,12.11827
46999,174.843,56.2706,12.11827
21899,183.7377,46.84471,17.75374
52214,184.3122,46.72761,16.42613
51468,184.1708,46.68972,21.75492
38857,185.1371,46.66774,16.94269
22015,186.268,46.80579,20.14276
53314,156.0446,43.40467,17.64511
50714,177.95,46.87305,16.36314
21920,183.2112,47.14569,22.5545
46278,181.5042,47.47861,11.16198
52485,181.5042,47.47861,11.16198
22012,184.3748,47.54826,19.65105
36904,186.1831,47.66835,23.15973
51980,163.5125,46.02778,23.14507
46480,175.319,47.6908,12.48367
47860,178.422,47.8588,11.06697
21882,184.004,47.91868,29.29239
52796,193.0523,48.15372,16.89518
51018,198.8458,46.41917,15.70412
48321,196.096,47.5963,14.77545
51865,135.8125,30.59139,21.97329
46349,148.325,36.08528,14.40508
51978,150.3625,36.67139,23.31336
51326,156.6125,39.03056,20.95092
51282,140.15,33.65055,13.41089
52570,145.3208,35.88222,24.80206
21708,211.8626,53.34274,20.8476
21719,214.4604,52.8011,22.56817
56953,215.4503,52.44536,22.22012
56854,215.6113,52.33359,21.78105
51021,226.2542,48.6675,16.98909
51465,211.8124,53.99754,21.26668
21706,212.8786,53.57926,19.22052
56836,214.7829,53.07197,20.13894
56855,215.08,53.15442,22.32466
56969,215.4394,53.02986,20.86431
51162,238.8792,41.95055,14.25347
48790,239.1375,41.89806,14.67503
50822,245.45,37.06139,16.51666
47972,205.415,55.6707,13.25705
50100,225.1917,49.99361,13.52114
50704,257.1083,25.5175,21.51625
21784,213.8228,54.29885,21.89034
38883,214.6639,54.18214,17.76291
49044,257.0208,26.37861,14.50129
52286,242.9458,40.85528,27.4181
52854,257.5984,26.39731,18.09433
49624,196.8083,58.13528,14.035
49234,196.8083,58.13528,14.035
52339,212.7083,55.42805,16.46667
47851,245.8833,39.12083,24.04244
56838,214.6091,52.52853,22.64919
56985,214.7516,52.38522,19.31435
56842,215.057,52.28294,22.38493
56843,215.5286,52.22874,21.36202
51479,213.5137,53.36235,21.96766
39313,213.9048,53.13253,20.7069
56829,214.4585,52.96358,21.18476
56970,214.8698,52.86481,19.38878
56840,215.6359,52.64703,20.11178
56956,215.6267,52.60686,20.24633
56856,215.6605,52.64886,24.65242
56958,215.6764,52.72464,24.26516
56975,215.4584,53.13705,18.58156
48914,171.883,56.877,12.51554
21721,214.1195,54.05353,21.7181
51469,214.327,53.97823,19.94756
51745,221.9125,51.68444,21.42179
46779,198.2875,57.34417,23.62391
46660,211.7958,55.00222,11.16227
49002,211.854,55.1031,13.65781
52001,183.4043,46.48493,22.51894
21877,183.7317,46.57594,22.73179
51481,185.4417,46.65361,20.441
21956,186.5901,46.59539,18.84408
54296,218.3332,41.26578,16.87214
51476,183.525,46.99222,22.62338
50718,184.1083,47.02528,13.28869
47172,198.026,46.1961,13.30354
53404,211.489,43.88256,16.94062
51423,182.8888,47.27458,19.43383
51461,184.4607,47.4449,19.10003
52623,222.9125,40.59917,12.39314
48376,222.9125,40.59917,12.39314
21952,184.9726,48.14166,17.81356
46279,186.7375,48.27694,13.91625
50966,206.6042,46.10722,23.22342
50163,182.5708,48.72528,23.36511
50805,254.625,20.04167,22.86848
14651,254.9882,20.93647,17.16481
51986,231.275,37.96028,24.80193
53755,232.9642,37.41272,18.41632
48587,165.804,11.0768,13.00824
51283,167.6875,12.01611,13.30426
3010,168.2892,12.97064,16.02552
52229,169.7333,13.0925,9.809247
46388,183.447,13.4248,12.83945
46832,189.143,11.2389,10.87227
48992,189.143,11.2389,10.87227
51302,197.7375,11.4775,13.63916
49634,178.91,44.3838,17.30374
49243,209.2707,41.8465,11.64558
51037,172.5917,44.16444,14.67985
52289,218.4958,40.24445,23.07837
52469,210.2292,40.98861,13.64754
50779,210.2333,41.00611,23.04265
49213,178.206,44.1207,11.47002
46364,178.206,44.1207,11.47002
46309,178.206,44.1207,11.47002
50782,200.7958,43.08583,22.41202
51033,174.2375,45.01389,20.94837
51364,184.9042,46.0325,17.7379
21704,186.3351,46.01627,17.01403
49282,216.903,41.2578,13.09425
49567,216.903,41.2578,13.09425
51015,176.7083,11.79861,18.78763
52218,218.1833,9.891389,12.94035
52480,222.7,9.378333,16.6284
50128,158.678,11.1974,12.78142
50121,214.2208,10.80667,11.83921
51733,210.2,48.44389,13.45378
48696,219.55,46.6375,22.35017
46720,190.3875,41.15083,11.15721
47422,192.193,41.9213,13.53056
51410,195.1292,41.74556,20.76048
52230,192.475,6.344444,21.62658
50153,176.8458,6.646111,19.06555
51424,209.375,6.096944,20.79116
48638,209.375,6.096944,20.79116
11381,186.8294,7.284056,18.25425
48343,198.4542,6.962778,22.77745
47085,166.7333,7.173889,21.1342
49590,185.5792,7.623611,16.67028
52452,207.0208,7.387778,16.21726
50980,186.2083,8.4325,21.59365
12448,187.15,7.488222,16.38794
47298,184.969,7.7312,17.05656
46636,210.8208,38.53222,22.77758
50243,211.9,38.68028,16.71355
52258,184.7667,42.41472,20.81206
49502,196.466,41.7219,13.31922
52478,203.2042,41.87194,13.52236
50673,209.9542,40.38083,20.2086
54494,213.576,10.6775,16.37151
49627,221.9208,9.657778,22.05474
13412,220.5777,10.42253,16.30698
16594,247.5627,5.930944,15.49968
51085,211.5292,11.78917,21.55146
47583,241.8042,7.978889,13.02395
47840,163.1292,36.61889,12.1658
50982,214.7417,35.38778,17.8257
50041,215.11,35.1888,23.48599
57737,217.3281,34.64383,21.53705
23993,242.3055,23.46531,16.72928
46774,155.2958,35.6575,15.47595
51768,216.1458,35.27972,13.80241
57752,219.5349,34.23822,22.66676
47850,209.6583,37.42556,11.89832
50652,216.5958,35.59139,23.04312
49224,252.4333,17.86472,14.41317
48335,149.9208,35.39222,13.44008
46381,149.9208,35.39222,13.44008
50765,184.1708,41.03639,22.68644
51379,185.4125,40.84861,13.19771
51829,248.6083,21.54083,18.3692
46368,186.625,9.02,13.16862
345,227.9275,6.419972,16.59179
49586,194.7125,9.654166,13.90737
51114,203.6792,9.336667,19.47167
52615,203.6792,9.336667,19.47167
456,198.754,9.956445,20.00002
1460,198.754,9.956445,20.00002
46780,227.5458,7.628889,14.91202
50214,233.7167,7.014722,22.99313
51070,190.9375,10.76972,21.58386
50717,195.7417,10.5075,22.26541
55659,210.5613,9.782139,14.60517
48403,210.9125,5.780556,22.32458
50910,242.1542,4.273889,15.85711
50141,199.8333,8.928889,22.65197
51056,229.8,6.358056,21.51423
50766,229.9167,6.281389,18.00701
47324,201.0042,9.710278,24.80213
50133,229.1743,7.396695,13.74503
46641,218.7833,5.36,22.01462
52944,256.6151,21.54894,16.91664
26342,224.0855,45.27431,15.55204
48670,224.65,44.88389,13.52844
111,196.0355,52.31289,20.80107
48063,256.25,23.1691,14.87554
51642,240.0958,37.74861,19.04943
52499,253.9417,26.25472,14.74553
49249,218.687,48.6703,13.96762
49174,238.3566,39.386,14.62734
46298,243.0458,29.57389,14.54061
26069,231.8231,37.84583,16.54339
54681,252.032,24.30428,15.83395
51100,253.2958,23.965,16.9524
48605,224.1167,45.3525,18.74781
52016,243.2417,32.5125,20.68148
52107,243.9375,31.96389,21.97426
52022,186.7375,15.04778,24.80192
46692,186.7375,15.04778,24.80192
47747,188.45,15.16833,20.41047
53521,216.4305,11.73639,19.57485
50152,216.9458,12.81306,22.35305
46747,222.2417,12.47639,22.98593
54661,243.7847,26.55647,15.62906
50262,240.5208,29.72611,16.68507
51732,218.225,11.595,20.73571
52250,225.5542,10.64583,24.81672
48433,234.1042,9.471666,22.6498
50998,229.8542,11.05444,14.53074
52595,226.1708,12.63333,20.85628
51938,242.6292,27.49944,14.63749
50179,241.5167,55.42528,13.61659
50773,241.5167,55.42528,13.61659
51463,242.0764,54.90821,21.02129
21967,242.9478,54.45587,23.50952
51470,241.4364,56.07416,19.3923
21727,242.7919,55.12172,20.99804
48787,252.7,45.40222,23.58984
47989,248.6208,76.02944,14.7956
49790,0.1583333,28.385,13.66518
49297,359.4833,32.63445,16.46856
50087,2.041667,27.00361,13.93174
41683,52.38014,-1.146387,19.06227
42288,56.0765,-0.635058,17.4568
50393,57.2895,-0.735972,21.28864
49514,57.3264,-0.6915,17.36147
40388,58.1138,-0.803849,19.45644
41974,58.60036,-0.7206883,20.31973
43245,58.7022,-0.711391,19.9303
42240,54.5063,-0.384367,20.09797
41281,55.4316,-0.345198,20.41393
41282,55.6862,-0.238514,19.80276
49515,57.5535,-0.240304,22.16269
42022,57.7051,-0.21825,18.60221
42838,57.7462,-0.283614,19.36783
49976,57.9882,-0.396616,18.03073
52546,50.69584,0.1494444,23.81743
42005,51.7749,0.157807,21.09615
44032,52.4116,0.08194169,21.29541
50346,52.4618,0.05449261,17.73558
40303,53.4526,0.09923661,20.01337
44033,53.6424,0.05617119,21.39577
41286,54.5007,0.0850735,18.21399
44619,54.6502,0.145751,20.26427
42984,56.3842,0.03921919,19.64177
41278,41.025,0.521254,22.00667
41456,42.7982,0.453201,21.20432
41837,43.2807,0.55501,21.49665
41844,43.4683,0.443459,21.11373
41744,54.4933,0.483262,18.54846
40277,55.9827,0.584529,20.88641
40367,56.5073,0.562085,19.97062
41886,57.0672,0.498728,20.20566
48802,287.8792,77.89306,18.69451
47337,329.1,73.26083,19.0705
47110,329.1,73.26083,19.0705
45365,347.614,-1.10772,18.61695
50342,350.953,-1.13618,19.51644
44568,351.15,-1.0709,21.02843
36742,353.2934,-1.235214,21.78188
42709,353.417,-1.131,17.93995
40280,354.117,-1.2266,20.01019
41754,355.942,-1.19216,20.24172
41755,359.147,-1.05989,20.49559
44360,359.451,-1.239609,19.7446
41880,0.6698458,-1.165825,18.79321
50465,1.37647,-1.20458,22.672
44632,1.65823,-1.19649,22.02426
50345,3.09283,-1.10628,18.15532
48774,36.90833,-1.154722,10.79726
40926,354.321,-0.209018,21.88565
42860,347.012,0.482339,21.16271
41920,348.691,0.426552,23.10205
50316,348.935,0.460593,15.61889
41671,349.226,0.625486,18.57778
43846,350.232,0.508126,20.26103
40602,338.476,-1.13325,20.627
50445,351.375,0.423402,18.64072
50502,351.957,0.457891,17.78889
40596,352.163,0.57193,16.94022
36752,352.4442,0.5904111,22.5275
45317,352.805,0.588051,19.29206
43054,353.244,0.562446,20.81572
41921,354.335,0.499626,20.23506
45186,354.76,0.430852,17.50179
44516,356.141,0.422159,19.80155
43239,356.806,0.617397,20.6115
40643,359.236,0.508361,20.90475
43608,359.327,0.570779,21.54359
41026,359.704,0.43211,22.17577
40645,1.60176,0.621361,21.89019
41261,4.58344,0.54683,18.6579
42010,18.1174,0.628893,18.54168
45224,345.25,1.03677,19.21998
45701,346.993,0.84247,20.95031
43341,347.874,1.02382,19.93594
40940,349.585,0.910607,18.97419
40492,350.176,0.965293,20.59125
50413,351.2,0.944292,16.43032
40493,351.522,1.022,23.14849
41266,351.748,1.01759,18.8233
45375,353.935,0.868303,20.44158
43241,354.408,1.01559,21.98867
44037,354.716,0.839995,21.92454
41632,356.59,0.950513,20.19324
43423,356.7795,1.026009,20.43478
41740,356.846,1.05006,17.78116
43621,357.274,0.918185,19.33067
14678,358.7528,0.9037222,17.41211
41102,359.001,1.01312,16.95992
42345,359.13,0.959077,18.6648
41741,359.378,0.869985,23.2159
40391,359.582,0.982107,19.84864
49836,0.777779,0.913759,21.606
42980,3.27406,0.967242,21.95503
50408,5.783258,0.9833803,18.5918
41925,6.18881,0.984063,17.56825
45380,7.75508,1.01092,20.70743
41928,18.2362,0.940372,19.27106
53824,359.4779,28.50197,16.51331
45514,342.182,0.807338,18.85982
40743,320.886,-0.780004,19.93859
40890,323.0762,-0.7631103,22.11616
41878,323.086,-0.762267,22.27499
50492,323.508,-0.740639,20.01198
40455,323.662,-0.736536,18.48281
40920,318.777,-0.341823,18.83659
49329,318.834,-0.383455,18.73108
42092,322.557,-0.281528,18.38457
41722,322.736,-0.387197,18.51937
41375,323.799,-0.3488606,19.32729
41875,314.2527,0.1991169,19.40454
45151,315.157,0.131578,20.72898
50475,316.235,0.0609007,21.93104
42309,316.904,0.192074,22.29588
43476,318.058,0.176125,17.69232
45372,320.855,0.118906,23.00186
43947,324.013,0.143351,21.06577
43600,322.566,0.558737,21.67142
41732,321.12,0.944217,20.74462
44301,350.855,0.451223,19.41209
45276,350.933,0.627953,21.17293
43959,326.355,0.040341,19.95739
41616,326.55,0.01542881,19.9038
42101,328.5854,0.1177289,18.83039
43227,331.592,0.0401777,19.51748
40942,332.811,0.188492,19.66959
41617,334.236,0.183291,20.46028
45714,334.339,0.09667219,19.76291
41227,336.129,0.203391,20.77133
49981,336.385,0.1541111,18.5886
43688,336.981,0.02734139,20.70928
40947,337.847,0.0751895,22.46324
41618,338.445,0.138683,21.10365
42177,339.005,0.131993,18.92356
45412,341.394,0.144364,22.00583
44278,342.149,0.09557661,18.64686
42886,342.562,0.18988,19.18644
