# ID claimedtype ra dec redshift redshift_kind host hostra hostdec vflag rmag abs_mag
47955 "II, II P" 202.32054166666663 17.044777777777778 0.013 host "NGC 5172" 202.32916666666662 17.051666666666666 1 12.33001 -20.62381027617382
47956 II 152.98833333333332 58.867472222222226 0.03 host "UGC 5491" 152.99166666666667 58.86472222222223 0 14.5565 -20.213209788237947
47962 "II, II Pec, II P" 161.2100833333333 6.597444444444444 0.028 host "NGC 3362" 161.21666666666664 6.5969444444444445 0 22.68699 -11.932903671350736
47963 II 188.73279166666666 15.56875 0.046 host "IC 3528" 188.73333333333332 15.565555555555557 1 14.21155 -21.486342673047503
47966 "IIn, IIn?, IIn/LBV" 165.81404166666667 27.97486111111111 0.005076 heliocentric "NGC 3504" 165.79583333333332 27.973611111111108 1 11.13833 -19.773381581752975
47970 II 143.6292083333333 46.460750000000004 0.02649 host "MCG +08-18-09, PGC 27217" 143.63099999999997 46.461600000000004 0 14.99372 -19.505793306125792
47972 "Ib, Ic" 205.4139583333333 55.66808333333333 0.02597 host "NGC 5278" 205.41499999999996 55.6707 1 13.25705 -21.199413262786152
47973 II 242.6259583333333 19.950333333333333 0.026 host "UGC 10243" 242.62499999999997 19.954166666666666 1 22.16849 -12.29048025449373
48018 "IIb, II" 180.6318333333333 41.04969444444444 0.02 host "UGC 7020" 180.65416666666664 41.05416666666667 1 22.29848 -11.590773492959539
48027 "Ib/Ic (Ca rich), Ib/c, Ib/c Pec" 214.79916666666662 24.795250000000003 0.017 host "NGC 5559" 214.80416666666665 24.798611111111114 1 13.50512 -20.031228121531008
48056 II 195.66291666666666 50.44430555555555 0.0235 host "NGC 4932" 195.65699999999995 50.438399999999994 1 13.55211 -20.687332825998325
48112 "II, II P" 166.00691666666665 28.032138888888888 0.0046 host "NGC 3512" 166.01249999999996 28.03638888888889 1 12.5154 -18.18249267304751
48149 II 182.9715833333333 24.113722222222222 0.0086 host "NGC 4162" 182.96666666666667 24.123333333333335 1 21.88194 -10.174655770857477
48188 II 226.53916666666663 53.41155555555555 0.034 host "MCG +09-25-15, PGC 53909" 226.54166666666663 53.41083333333333 1 14.65278 -20.388718099850912
48244 II 186.96941666666663 27.001694444444446 0.024 host "IC 3376" 186.95833333333331 26.99361111111111 0 13.29826 -20.986899723197666
48281 "II, IIn" 125.69899999999998 24.29491666666667 0.0129 host "NGC 2575" 125.68749999999999 24.298055555555557 1 22.95062 -9.986432066135883
48305 "Ic BL, Ic, Ic Pec" 153.07199999999997 27.864555555555558 0.016 host "UGC 5499" 153.075 27.861944444444447 1 13.28722 -20.11748342791926
48317 II 139.9790833333333 37.20230555555556 0.0075 host "IC 2461" 139.99166666666665 37.19083333333333 1 13.55314 -18.206269831598135
48324 II 128.34208333333333 29.533611111111114 0.00694 host "NGC 2604, NGC 2604A" 128.34599999999998 29.538800000000002 1 13.05253 -18.538370866913912
48327 II 168.63216666666662 33.80508333333333 0.034 host "A111431+3348, PGC 86999" 168.62916666666663 33.805 0 21.57193 -13.469568099850914
48331 Ic 206.04141666666663 -0.21605555555555556 0.072 host "A134409-0012, PGC 48663" 206.03749999999997 -0.21583333333333335 0 23.67633 -12.994435996795978
48335 "Ic, Ib/c" 149.89979166666663 35.399277777777776 0.017 host "NGC 3074" 149.9208333333333 35.39222222222222 1 13.44008 -20.096268121531004
48352 Ib 224.31787499999996 5.900166666666667 0.0467 -999 A145716+0554 224.31666666666663 5.9 1 17.14378 -18.5869079174702
48376 "II, II P" 222.9189583333333 40.61036111111111 0.016345 -999 "NGC 5772" 222.9125 40.59916666666667 1 12.39314 -21.057888139221575
48456 II 159.29416666666665 12.653666666666666 0.009637 -999 "NGC 3306" 159.29299999999998 12.6526 1 13.31189 -18.991922809559078
48462 II 179.62324999999996 27.529194444444443 0.011469 -999 "NGC 4016" 179.6208333333333 27.528888888888886 1 14.03492 -18.64681127833309
48463 Ic 122.56229166666664 33.95538888888889 0.01751 host "NGC 2532" 122.56299999999999 33.9566 1 12.98961 -20.61092424505687
48510 "Ib, Ib/c, Ic" 170.72145833333332 16.58611111111111 0.0048 host "NGC 3655" 170.72916666666666 16.590833333333332 1 12.41796 -18.372349701517575
48587 "Ib, Ic, Ib/c Pec" 165.80137499999998 11.077305555555556 0.02119 host "NGC 3506" 165.804 11.0768 1 13.00824 -21.006518298193612
48595 "II P, II" 138.5460833333333 16.746666666666666 0.02791 heliocentric "UGC 4864" 138.55416666666665 16.7425 0 13.35244 -21.260462697082794
48601 "II, II P" 136.88524999999998 60.488194444444446 0.00629 -999 "NGC 2742" 136.89166666666665 60.47944444444445 1 11.3987 -19.978656741865983
48602 "Ic, Ia" 161.6534166666667 13.758944444444445 0.01 host "NGC 3367" 161.64583333333334 13.750555555555556 1 14.67315 -17.710953514639634
48604 "II, IIb" 185.44729166666664 25.87586111111111 0.023 host "IC 3203" 185.43749999999997 25.885555555555555 0 22.65691 -11.535832694727599
48605 II 224.11695833333332 45.352555555555554 0.035 host "A145628+4521, PGC 2263541" 224.11666666666665 45.3525 0 18.74781 -16.356633736391018
48618 "II, II P" 212.53016666666662 17.61813888888889 0.018 host "NGC 5490C" 212.5291666666666 17.615555555555556 0 14.68255 -18.977916040156167
48638 "II P, II" 209.3777083333333 6.093444444444444 0.01459 heliocentric "NGC 5374" 209.37499999999997 6.0969444444444445 1 20.79116 -12.413219974106898
48639 Ic 121.84529166666665 40.39563888888889 0.026 host "UGC 4226" 121.83749999999999 40.39833333333333 0 14.01871 -20.44026025449373
48642 Ib 126.86587499999999 17.287361111111114 0.02 host "NGC 2596" 126.86249999999998 17.28388888888889 0 21.31442 -12.574833492959542
48661 "II P, II" 167.59929166666663 4.826638888888889 0.03034 host "UGC 6212" 167.60199999999998 4.83 0 13.6892 -21.104981396893194
48670 "Ic, Ic?" 224.64804166666664 44.88511111111111 0.036 host "UGC 9639" 224.64999999999998 44.88388888888889 0 13.52844 -21.637176018476072
48674 "IIb, II, II Pec, II P" 169.45149999999998 19.15236111111111 0.02888 heliocentric "SDSS J111748.37+190905.3, A111748+1909, MAPS-NGPO_433_0206212" 169.45 19.15222222222222 1 18.33761 -16.349479459127647
48679 II 140.94816666666665 42.180166666666665 0.01385 host "UGC 4992" 140.94899999999998 42.1834 1 14.67846 -18.412892381641974
48680 II 144.245125 31.333805555555553 0.027 host "MCG +05-23-21, PGC 27367" 144.24166666666665 31.33111111111111 0 14.95848 -19.58244233543457
48695 "II P, II" 166.1893333333333 15.447055555555556 0.046 heliocentric "SDSS J110445.44+152650.4, A110445+1526, MAPS-NGPO_432_0786358" 166.18749999999997 15.446944444444444 0 18.52122 -17.176672673047506
48697 "Ic, Ia" 154.743125 46.45430555555556 0.02993 host "MCG +08-19-17, PGC 30128" 154.742 46.454100000000004 1 15.2412 -19.523437098840596
48712 "II, IIn" 247.16791666666663 12.76827777777778 0.027 host "UGC 10402, PGC 58267" 247.16666666666663 12.765833333333333 1 18.77876 -15.762162335434574
48713 "II P, II" 189.79625 0.7251111111111112 0.01697 host "UGC 7820" 189.79799999999997 0.7175 1 13.93589 -19.596622726228013
48715 Ic 197.44249999999997 28.906 0.019 host "NGC 5000" 197.45 28.90694444444444 1 13.00347 -20.77440151940378
48771 II 240.981125 25.006888888888888 0.033 host "UGC 10160" 240.975 25.01 0 13.57963 -21.397043214029075
48790 II 239.14083333333332 41.89652777777778 0.036 host "MCG +07-33-16, PGC 56440" 239.1375 41.89805555555556 0 14.67503 -20.490586018476073
48838 II 132.34266666666664 36.715722222222226 0.025114 -999 "NGC 2668" 132.3458333333333 36.71027777777778 0 22.91472 -11.468962964221152
48864 "II, IIn" 146.47066666666666 34.68372222222222 0.02043 host "MCG +06-22-09, PGC 27996" 146.46799999999996 34.685599999999994 1 13.89531 -20.040135347801872
48882 II 169.550875 30.394861111111112 0.026 host "UGC 6314, MCG +05-27-49" 169.55 30.395 0 14.05517 -20.403800254493728
48884 II 179.52624999999998 47.333194444444445 0.047 host "NGC 4001" 179.52916666666664 47.334722222222226 1 14.70315 -21.04144280431823
48914 "IIb, Ic" 171.8738333333333 56.88005555555556 0.0057 host "NGC 3683" 171.88299999999995 56.877 1 12.51554 -18.647937793002093
48915 II 179.11591666666664 39.737972222222226 0.021 host "UGC 6916" 179.11666666666665 39.74166666666667 1 24.71481 -9.280389988309238
48931 II 164.04279166666663 47.39541666666667 0.021 host "UGC 6038" 164.04166666666666 47.39222222222222 0 14.24104 -19.75415998830924
48933 II 222.73054166666662 17.220166666666664 0.042 host "A145055+1713, LEDA 1527482, PGC 1527482, MAPS-NGP O_442_2131626" 222.72916666666666 17.22 0 16.81271 -18.687639966629146
48937 II 203.07241666666664 60.39538888888889 0.023 host "MCG +10-19-85, PGC 47619" 203.06666666666666 60.39388888888889 1 14.86808 -19.3246626947276
48948 II 127.4482083333333 48.77302777777778 0.02402 host "UGC 4436" 127.45799999999997 48.78 1 14.25094 -20.036028529974075
48951 II 220.08154166666662 16.68438888888889 0.03 host "IC 4483" 220.08333333333331 16.68611111111111 0 14.00227 -20.767439788237947
48954 II 179.61354166666663 10.017916666666668 0.01388 host "NGC 4012" 179.61499999999998 10.021500000000001 1 13.32249 -19.773560845233817
48960 Ic 179.45933333333332 25.265305555555557 0.016 host "NGC 3997" 179.4458333333333 25.271666666666665 1 21.9725 -11.432203427919259
48969 "Ib, Ic" 207.31437499999998 35.25347222222222 0.017 host "UGC 8739" 207.3083333333333 35.25694444444444 1 20.1768 -13.359548121531006
48971 II 145.23529166666665 27.77961111111111 0.033 host "UGC 5161" 145.23333333333332 27.77861111111111 0 15.69091 -19.285763214029075
48972 "IIb, II" 161.90604166666665 26.303333333333335 0.022 host "UGC 5894" 161.91666666666666 26.29527777777778 1 24.80193 -9.294286918750672
48977 II 163.12941666666666 7.228111111111112 0.02173 host "NGC 3441" 163.13 7.2249 0 13.59318 -20.47622214624226
48982 Ib 159.91375 25.322194444444445 0.017225 -999 "NGC 3323" 159.9125 25.321944444444444 1 13.70998 -19.854919667537956
48984 "Ic, Ic Pec" 238.71679166666667 21.119722222222222 0.019 host "UGC 10089" 238.71666666666664 21.116388888888892 1 14.68854 -19.089331519403782
48998 II 235.37429166666664 15.786972222222222 0.014 host "NGC 5980" 235.37499999999997 15.7875 0 21.66622 -11.448523693030833
49021 "II, II P" 227.08604166666663 21.876472222222223 0.021 host "A150820+2152, PGC 1659119" 227.08333333333331 21.87638888888889 0 23.21217 -10.783029988309238
49053 II 224.96579166666663 54.61836111111111 0.02627 host "MCG +09-25-04, PGC 53576" 224.96999999999997 54.619 1 15.5441 -18.937303878569992
49067 "II, II P" 163.0629583333333 32.95558333333334 0.0053 host "NGC 3430" 163.04583333333332 32.95055555555556 1 11.80908 -19.19640286264358
49100 "II, II Pec, II P" 146.70458333333332 16.045694444444447 0.02 host "UGC 5234" 146.70833333333334 16.043333333333337 0 24.05953 -9.829723492959541
49103 "IIb, II" 172.74845833333333 20.468555555555554 0.021 host "IC 701" 172.75416666666663 20.469166666666666 0 14.00013 -19.99506998830924
49111 II 171.5625833333333 27.86852777777778 0.024 host "NGC 3678" 171.56666666666666 27.866944444444446 0 13.89068 -20.394479723197666
49118 II 195.99391666666665 26.234361111111113 0.0269 -999 A130358+2614 195.99166666666667 26.234166666666667 1 18.30344 -16.229424914651684
49171 II 212.51191666666665 17.72288888888889 0.018156 -999 "IC 983" 212.5208333333333 17.733333333333334 1 12.85433 -20.8248743849937
49172 II 179.61891666666665 10.019222222222224 0.01388 host "NGC 4012" 179.61499999999998 10.021500000000001 1 13.32249 -19.773560845233817
49173 II 144.01795833333333 16.763 0.027 host "NGC 2923" 144.01666666666665 16.760277777777777 0 15.1653 -19.37562233543457
49180 "II, IIn" 168.7367083333333 33.82658333333334 0.037 host "UGC 6274" 168.73749999999995 33.825833333333335 1 14.2788 -20.946312134974608
49182 II 216.5718333333333 26.24661111111111 0.03 host "IC 4423" 216.575 26.246111111111112 0 14.30437 -20.465339788237948
49183 "IIb, II" 172.13841666666664 58.56180555555555 0.01 host "NGC 3690" 172.1333333333333 58.56222222222222 1 12.49121 -19.89289351463963
49188 II 161.28824999999998 22.077305555555554 0.019 host "NGC 3363" 161.28749999999997 22.078611111111112 1 17.40734 -16.37053151940378
49189 II 137.01754166666666 27.249833333333335 0.021 host "MCG +05-22-08, PGC 25678" 137.0208333333333 27.25 0 14.33843 -19.656769988309236
49190 II 190.2715833333333 50.38227777777778 0.015527 -999 "NGC 4617" 190.27399999999997 50.3934 1 12.87033 -20.469211279662385
49209 II 199.05175 30.944583333333334 0.019 host "NGC 5056" 199.04999999999998 30.949722222222224 1 24.89281 -8.88506151940378
49214 "Ic, Ib" 196.44570833333333 27.735666666666667 0.0085 host "NGC 4961" 196.4458333333333 27.734166666666667 1 13.09066 -18.9405381432111
49215 II 174.42741666666666 22.010805555555557 0.03 host "NGC 3746" 174.4333333333333 22.009444444444444 0 13.71218 -21.057529788237947
49222 Ic 172.4333333333333 22.12752777777778 0.022 host "UGC 6495" 172.43749999999994 22.12666666666667 0 13.99099 -20.10522691875067
49223 II 246.83862499999998 39.112 0.033 host "MCG +07-34-36, PGC 58181" 246.8416666666666 39.109722222222224 0 13.71757 -21.259103214029075
49225 Ic 240.571 42.91536111111111 0.02445 host "MCG +07-33-27, PGC 56779" 240.569 42.9169 1 13.70224 -20.62325783193784
49228 II 180.84958333333333 35.32577777777778 0.028 host "A120323+3519, PGC 2062814" 180.84583333333333 35.325833333333335 1 16.67767 -17.94222367135074
49234 II 196.80445833333332 58.135666666666665 0.028 host "UGC 8205" 196.80833333333334 58.13527777777778 0 14.035 -20.584893671350738
49237 II 203.373875 33.04105555555555 0.025 host "UGC 8539" 203.37083333333334 33.0425 0 13.27428 -21.099523557999824
49239 "II, IIb" 206.4454583333333 22.096333333333334 0.027 host "UGC 8701" 206.44166666666663 22.088055555555556 0 24.80193 -9.738992335434574
49412 "IIn, II" 143.02675 8.445666666666668 0.007138 -999 "NGC 2906" 143.02599999999998 8.4418 1 12.13941 -19.51257623273785
49456 II 150.355875 15.78038888888889 0.008 host "NGC 3094" 150.35833333333332 15.770000000000001 1 12.60964 -19.289913449599354
49459 II 159.91674999999998 25.32363888888889 0.017 host "NGC 3323" 159.9125 25.321944444444444 1 13.70998 -19.826368121531004
49502 II 196.46858333333333 41.71638888888889 0.02384 host "NGC 4963" 196.46599999999998 41.721900000000005 0 13.31922 -20.95141476998063
49506 Ic 137.17637499999998 44.814277777777775 0.02675 host "UGC 4798" 137.17799999999997 44.8107 0 14.30284 -20.21788244642587
49528 "Ic BL, Ic" 183.4067083333333 16.121166666666667 0.024 host "UGC 7230, PGC 39014" 183.4083333333333 16.119444444444444 0 20.72673 -13.558429723197666
49532 II 180.63541666666666 41.0445 0.02 host "UGC 7020" 180.65416666666664 41.05416666666667 1 22.29848 -11.590773492959539
49541 "II, IIn" 196.79899999999998 28.646166666666666 0.0394 -999 "A130711+2838, [STE2000]130448.41+285449.3" 196.79583333333332 28.64611111111111 1 19.37068 -15.990904623767513
49542 "II, IIn" 201.8323333333333 31.787361111111114 0.015 host "PGC 47137" 201.82916666666662 31.788333333333334 1 15.38772 -17.87683980991804
49551 "II, II L" 216.8587083333333 25.519388888888887 0.016 host "UGC 9265" 216.8583333333333 25.514722222222222 1 14.06649 -19.338213427919257
49555 "IIn, II" 178.33287499999997 20.755055555555554 0.0207 -999 "NGC 3947" 178.33333333333331 20.751666666666665 0 13.07702 -20.886935241924228
49558 II 136.929625 12.051805555555557 0.03 host A090743+1203 136.92916666666665 12.051666666666668 1 18.20579 -16.563919788237946
49561 "II, IIn" 180.07133333333329 28.60611111111111 0.035 host A120017+2836 180.0708333333333 28.60611111111111 1 18.72514 -16.37930373639102
49571 II 177.0812083333333 38.74666666666667 0.055 host "MCG +07-24-32, PGC 36852" 177.08333333333334 38.748333333333335 1 14.84311 -21.24280696211086
49586 "IIb, Ib" 194.71116666666666 9.65836111111111 0.024 host "UGC 8093" 194.71249999999998 9.654166666666667 0 13.90737 -20.377789723197665
49590 II 185.5798333333333 7.623694444444445 0.038 host A122219+0737 185.57916666666665 7.623611111111112 0 16.67028 -18.612741497723686
49592 II 234.96091666666663 14.18925 0.032 host "MCG +02-40-09, PGC 55735" 234.96249999999998 14.1875 1 14.40385 -20.506003406239167
49604 II 151.30899999999997 21.475555555555555 0.019 host "UGC 5434" 151.30833333333334 21.456666666666667 1 13.7333 -20.04457151940378
49605 II 201.53799999999998 35.93277777777777 0.019 host "NGC 5149" 201.54166666666666 35.93444444444444 0 23.26188 -10.51599151940378
49610 "II, II P" 241.3419166666666 17.751527777777778 0.037 host "IC 1179" 241.3416666666666 17.754166666666666 0 15.73851 -19.48660213497461
49624 II 196.802125 58.13502777777778 0.028 host "UGC 8205" 196.80833333333334 58.13527777777778 0 14.035 -20.584893671350738
49627 "II, IIn" 221.93045833333332 9.659416666666667 0.0286 -999 "UGC 9530" 221.9208333333333 9.657777777777778 0 22.05474 -12.611193680284853
49629 II 225.7542083333333 21.69461111111111 0.065 host "A150301+2141, MAPS-NGPO_383_0643290" 225.75416666666663 21.694444444444446 0 24.60436 -11.844310297853916
49631 "II, IIn" 197.005125 26.116388888888892 0.036 host "A130801+2606, PGC 1763421" 197.00416666666663 26.116388888888892 0 23.90041 -11.265206018476071
49634 "II, IIn" 178.9112083333333 44.383722222222225 0.02308 host "A115538+4423, SDSS J115538.31+442301.8" 178.90999999999997 44.3838 0 17.30374 -16.896542537058107
49644 "II, IIb, IIb/Ib" 196.3197083333333 25.957722222222223 0.022 host "MCG +04-31-05, PGC 45260" 196.31666666666666 25.95777777777778 0 14.19262 -19.903596918750672
49662 II 225.96099999999998 42.11347222222222 0.016866 -999 "UGC 9684" 225.95999999999998 42.1154 0 13.7917 -19.727463994595063
49729 II 179.03541666666666 55.39161111111111 0.019 host "NGC 3977" 179.02916666666664 55.39083333333333 0 13.34967 -20.428201519403782
49784 "IIb, II" 177.05145833333333 54.98738888888889 0.0081 host "UGC 6774" 177.04699999999997 54.9918 1 14.88349 -17.043038609032884
49791 "Ibn, Ib/c Pec, Ib Pec, Ib/c, Ic" 139.3365833333333 41.909083333333335 0.005574 -999 "UGC 4904" 139.33999999999997 41.911 1 19.95552 -11.159418336526063
49862 "Ib/c, Ib" 173.01375 36.701 0.0083 host "UGC 6517" 173.01249999999996 36.69833333333333 1 13.56454 -18.414953976520003
49986 "IIb, II" 220.6277083333333 28.72386111111111 0.012 host "NGC 5735" 220.63749999999996 28.725555555555555 1 12.7953 -19.98470974487776
50041 "II, IIb" 215.11441666666664 35.19519444444444 0.012 host "NGC 5579" 215.10999999999999 35.18879999999999 0 23.48599 -9.294019744877758
50042 II 179.67070833333332 27.460444444444445 0.012 host "NGC 4017" 179.69166666666666 27.4525 1 21.05919 -11.720819744877758
50054 "II, SLSN-II, IIn" 191.565875 11.432055555555555 0.074 host A124615+1125 191.5625 11.432222222222222 1 22.77633 -13.953932113294513
50091 "II, IIn" 138.6092083333333 36.114555555555555 0.022 host "MCG +06-20-50, PGC 26049" 138.6083333333333 36.112500000000004 0 13.68857 -20.40764691875067
50097 II 228.28362499999997 41.26113888888889 0.029 host "NGC 5888" 228.27916666666664 41.264722222222225 0 12.96581 -21.73028350413442
50113 Ib 150.39995833333333 21.611666666666668 0.0207 -999 "UGC 5392" 150.39999999999998 21.6075 0 14.92595 -19.038005241924225
50119 II 161.64008333333334 13.752583333333334 0.0101 -999 "NGC 3367" 161.64583333333334 13.750555555555556 1 14.67315 -17.73256038355285
50120 II 179.68216666666666 27.450333333333333 0.0115 -999 "NGC 4017" 179.69166666666666 27.4525 1 21.05919 -11.628402716407692
50123 "II, II P" 132.09179166666667 18.325722222222222 0.0211 -999 "IC 2409" 132.10416666666666 18.330277777777777 1 24.80214 -9.203375791128103
50138 "II, II P" 213.8002083333333 15.73661111111111 0.0178 -999 "UGC 9121" 213.79999999999998 15.741944444444444 0 13.87245 -19.76375352618411
50139 "Ic BL, Ic, Ic Pec" 177.3590833333333 51.822722222222225 0.034 host "A114926+5149, Anon J114926+5149" 177.3583333333333 51.822500000000005 0 21.19694 -13.84455809985091
50147 II 161.1205416666666 23.836305555555555 0.04 host "A104428+2350, MAPS-NGPO_373_0322429" 161.11666666666662 23.83611111111111 0 17.70889 -17.685513471279446
50152 "II, IIn" 216.94887499999996 12.813083333333333 0.04 host "A142747+1248, MAPS-NGPO_501_0354240" 216.9458333333333 12.813055555555556 1 22.35305 -13.041353471279447
50153 II 176.84962499999997 6.646333333333333 0.03 host A114723+0638 176.8458333333333 6.646111111111111 1 19.06555 -15.704159788237945
50154 II 233.54529166666663 7.096861111111111 0.05 host "A153410+0705, CGCG 050-027, PGC 55466" 233.54166666666663 7.096666666666667 0 23.36283 -12.516123536319729
50157 II 236.18366666666662 4.470305555555556 0.04 host "A154444+0428, PGC 1268647" 236.1833333333333 4.470277777777778 0 15.58017 -19.814233471279444
50163 "Ic BL, Ic, Ic Pec" 182.5748333333333 48.72541666666667 0.046 host "A121017+4843, Anon J121017+4843" 182.5708333333333 48.72527777777778 1 23.36511 -12.332782673047504
50200 II 229.65329166666666 9.854777777777777 0.03 host A151836+0951 229.64999999999998 9.854722222222222 0 22.05685 -12.712859788237946
50207 II 219.16116666666665 14.67061111111111 0.05 host "PGC 52215" 219.1625 14.668888888888889 1 21.32799 -14.550963536319728
50214 II 233.71824999999995 7.014888888888889 0.07 host "A153452+0700, PGC 1312009" 233.71666666666664 7.014722222222222 0 22.99313 -13.616463714710925
50218 II 210.57041666666663 13.100805555555555 0.01 host "A140216+1306, MAPS-NGPO_500_0067776" 210.56666666666666 13.100555555555555 1 24.10033 -8.283773514639634
50223 II 239.9247083333333 2.2845 0.03 host A155941+0217 239.9208333333333 2.2844444444444445 1 18.95992 -15.809789788237946
50228 II 242.67366666666663 15.294027777777778 0.07 host A161041+1517 242.67083333333332 15.293888888888889 1 19.38536 -17.224233714710927
50229 II 216.9432083333333 6.593388888888889 0.03 host "A142746+0635, CGCG 047-053, PGC 51646" 216.94166666666663 6.593333333333333 0 24.54248 -10.227229788237945
50233 II 228.99637499999997 4.567583333333333 0.03 host A151559+0434 228.9958333333333 4.5675 1 17.62389 -17.145819788237947
50241 II 216.48370833333328 46.44913888888888 0.03 host "A142556+4626, PGC 2281408" 216.48333333333332 46.44888888888889 1 25.06427 -9.705439788237946
50243 II 211.90279166666664 38.68036111111111 0.03 host "A140736+3840, SDSS J140737.25+384047.3" 211.89999999999998 38.680277777777775 1 16.71355 -18.056159788237945
50247 "II, IIn" 237.6495833333333 43.77580555555556 0.04 host A155035+4346 237.64583333333331 43.775555555555556 0 18.69085 -16.703553471279445
50259 "II, IIn" 230.2880833333333 2.440638888888889 0.05 host A152109+0226 230.28749999999997 2.4405555555555556 0 18.61942 -17.259533536319726
50261 II 221.95612499999996 29.504583333333333 0.05 host "A144749+2930, PGC 1868379" 221.95416666666662 29.504444444444445 1 20.55866 -15.320293536319728
50262 II 240.52254166666665 29.726333333333333 0.014 host "A160205+2943, PGC 1875975, SDSS J160205.11+294338.1" 240.52083333333334 29.72611111111111 1 16.68507 -16.429673693030832
50567 "IIn, II" 165.64287499999998 50.58291666666667 0.0224 -999 "UGC 6109" 165.64583333333331 50.5825 0 14.03489 -20.100453606310456
50650 "Ib Pec, Ib" 137.39749999999998 33.119416666666666 0.0065 host "NGC 2770" 137.3875 33.12361111111111 1 21.75722 -9.691450297853915
50654 "II, IIn" 225.68187499999996 23.3355 0.0188 -999 "NGC 5829" 225.67499999999998 23.33222222222222 1 22.8793 -10.875592760958035
50656 Ib 137.37760416666666 33.138933333333334 0.006521 -999 "NGC 2770" 137.3875 33.12361111111111 1 21.75722 -9.698454515676936
50661 II 179.04025 60.525416666666665 0.0333 -999 "NGC 3978" 179.04583333333332 60.5225 0 20.44467 -14.551654682171236
50673 II 209.95112499999996 40.381 0.0124 -999 "UGC 8917" 209.95416666666662 40.380833333333335 0 20.2086 -12.642611940450816
50676 "II, II P" 182.45137499999998 58.85044444444445 0.0064 host "NGC 4141" 182.4458333333333 58.84916666666667 1 14.31212 -17.102883384559075
50679 II 189.472625 34.026666666666664 0.0223 -999 "UGC 7799" 189.47916666666666 34.019999999999996 0 23.35009 -10.775537829880442
50688 "II, IIn" 203.27637499999997 33.14972222222222 0.025 host "MCG +06-30-34, PGC 47711" 203.27916666666664 33.151111111111106 0 20.95983 -13.413973557999821
50703 "IIb, Ib" 193.85983333333328 52.27097222222222 0.0347 -999 "UGC 8050" 193.85416666666663 52.2675 0 13.51163 -21.574120888594006
50706 II 118.83133333333332 20.65233333333333 0.03 host A075519+2039 118.82916666666665 20.65222222222222 1 23.23491 -11.534799788237947
50714 II 177.94916666666666 46.874944444444445 0.019 host "MCG +08-22-20, PGC 37139" 177.95 46.87305555555555 1 16.36314 -17.41473151940378
50716 II 217.54924999999997 27.53488888888889 0.015 host "UGC 9317" 217.5458333333333 27.531666666666666 1 22.29126 -10.97329980991804
50717 "II, IIn" 195.74479166666666 10.5075 0.032 host "A130258+1030, CGCG 071-101, PGC 45053" 195.74166666666665 10.5075 1 22.26541 -12.644443406239166
50718 II 184.10591666666667 47.02791666666666 0.0242 -999 "NGC 4226" 184.10833333333332 47.025277777777774 0 13.28869 -21.01449034454179
50737 "IIn, II" 238.56312499999996 10.973611111111111 0.036168 -999 "PGC 91487, FGC 1965" 238.56249999999997 10.969444444444445 0 16.81353 -18.36219598477082
50759 Ib/c 251.87270833333332 9.307166666666667 0.02 host A164729+0918 251.8708333333333 9.306944444444445 1 20.3627 -13.52655349295954
50765 "II, II P" 184.17304166666665 41.03644444444444 0.039 host "A121641+4102, SDSS J121641.21+410219.3" 184.17083333333332 41.03638888888889 1 22.68644 -12.652986549772134
50771 "II, II P" 196.30616666666666 31.993166666666667 0.0518 -999 "MCG +05-31-123, UGC 8179" 196.30833333333334 32.000277777777775 0 13.77806 -22.177692313365807
50779 II 210.2344583333333 41.00805555555556 0.0124 -999 "UGC 8932" 210.23333333333332 41.00611111111111 0 23.04265 -9.808561940450819
50782 II 200.79966666666664 43.09286111111111 0.0275 -999 "NGC 5123" 200.7958333333333 43.08583333333333 0 22.41202 -12.168746983790953
50804 II 240.7587083333333 39.64561111111111 0.0309 -999 "UGC 10155" 240.7583333333333 39.64555555555555 0 20.82503 -14.00886591176381
50805 Ic 254.62049999999994 20.04388888888889 0.02 host "IC 1236" 254.62499999999994 20.041666666666668 1 22.86848 -11.020773492959538
50813 "II, II P" 223.45108333333332 20.112638888888892 0.031 host "UGC 9578" 223.4458333333333 20.115555555555556 1 14.4427 -20.398211983811002
50822 Ib/c 245.45220833333335 37.061388888888885 0.0298 -999 "A162148+3703, PGC 2092211" 245.44999999999996 37.061388888888885 0 16.51666 -18.23852483502091
50839 II 146.1308333333333 55.75863888888889 0.0254 -999 "UGC 5201" 146.14583333333331 55.76305555555555 0 14.69127 -19.71700209773933
50879 Ib 141.097875 28.295333333333335 0.0217 -999 "UGC 5002" 141.09166666666664 28.29277777777778 0 21.73231 -12.33409218388229
50883 "II, II P" 153.25379166666664 17.035500000000003 0.022 host "NGC 3154" 153.25416666666663 17.034166666666668 0 13.44216 -20.65405691875067
50888 II 187.60924999999997 41.60447222222222 0.065 host "A123026+4136, SDSS J123026.22+413619.8" 187.6083333333333 41.60444444444445 0 20.14939 -16.299280297853915
50901 "II, IIn" 194.45916666666662 36.375972222222224 0.0151 -999 "NGC 4846" 194.44999999999996 36.37083333333334 1 13.51589 -19.76309825110549
50925 "II P, II" 182.45649999999998 58.84730555555556 0.006328 -999 "NGC 4141" 182.4458333333333 58.84916666666667 1 14.31212 -17.07831586708774
