# ID photoObjID hostra hostdec SDSSra SDSSdec petroMag_u petroMag_g petroMag_r petroMag_i petroMag_z petroMagErr_u petroMagErr_g petroMagErr_r petroMagErr_i petroMagErr_z extinction_u extinction_g extinction_r extinction_i extinction_z redshift vflag abs_mag rerun_abs_mag
52612 1237664871360299284 141.45 34.27722 141.45 34.277087 19.01264 16.01406 14.84767 15.39702 16.55021 0.5081534 0.04038861 0.005988662 0.04406662 0.2180526 0.07331892 0.05712961 0.039522 0.02936908 0.0218452 0.0054 1 -16.19840231375448 -16.19840231375448
47137 1237661149765107752 185.9917 48.77945 185.99516 48.779471 15.11358 13.35579 12.50558 12.14664 11.99063 0.01870307 0.002822309 0.005758554 0.003850133 0.00452974 0.0967123 0.07535757 0.05213202 0.03873968 0.0288152 0.014 1 -20.60916369303083 -20.60916369303083
47852 1237655374650999246 255.2625 33.47917 255.26782 33.475247 17.37002 15.99192 15.56489 15.46537 15.56454 0.06711973 0.008841421 0.005826603 0.01339982 0.06348111 0.09502616 0.07404374 0.05122311 0.03806426 0.02831282 0.03 1 -19.20481978823795 -19.20481978823795
437 1237660669820207227 160.4014 11.07483 160.40142 11.074837 18.16153 16.55555 15.76897 15.36892 15.08772 0.04367529 0.01002625 0.007761468 0.007046012 0.01508239 0.1384061 0.1078451 0.07460674 0.0554408 0.04123777 0.0528237 0 -20.22927760362357 -20.22927760362357
48771 1237662662680707125 240.975 25.01 240.97689 25.010111 16.58913 14.56546 13.57963 13.11053 12.74286 0.03125726 0.05791428 0.03208485 0.02531289 0.1576438 0.2805559 0.2186073 0.1512315 0.1123812 0.08359098 0.033 0 -21.397043214029075 -21.397043214029075
23993 1237662224089612512 242.3055 23.46531 242.30552 23.465312 18.56615 17.33978 16.72928 16.49202 16.35429 0.1011601 0.01479474 0.01299673 0.01783622 0.05923672 0.3447326 0.2686133 0.1858255 0.1380882 0.1027123 0.03 1 -18.040429788237947 -18.040429788237947
47963 1237661070338555922 188.7333 15.56556 188.73294 15.56561 15.72278 14.82438 14.21155 13.81366 13.64444 0.009528684 0.007444077 0.007424904 0.007162909 0.008118123 0.1459683 0.1137376 0.07868311 0.05846998 0.04349093 0.046 1 -21.486342673047503 -21.486342673047503
440 1237648720153870563 172.8231 -0.9746667 172.82315 -0.97469681 18.82268 17.80444 17.21167 16.90462 16.77423 0.06353273 0.01434816 0.01305323 0.01541489 0.05073257 0.1135473 0.0884753 0.0612068 0.04548321 0.03383116 0.0639 0 -19.19993780543164 -19.19993780543164
49586 1237662237470621967 194.7125 9.654166 194.71196 9.6539606 15.81915 14.52486 13.90737 13.57178 13.38258 0.02586732 0.004895757 0.005632224 0.005225439 0.01053623 0.1062954 0.08282468 0.05729773 0.04257835 0.03167047 0.024 0 -20.377789723197665 -20.377789723197665
50717 1237662238544822287 195.7417 10.5075 195.74281 10.50393 17.12921 15.90298 15.60545 15.39907 15.48318 0.04328545 0.006597979 0.007455573 0.009932919 0.03398714 0.1082397 0.08433963 0.05834577 0.04335716 0.03224976 0.032 1 -19.304403406239167 -19.304403406239167
47962 1237658298998325342 161.2167 6.596944 161.21555 6.5968523 15.60663 13.72735 13.07994 12.75839 12.63387 0.02452133 0.003375408 0.002593626 0.003988218 0.005885606 0.1322329 0.103035 0.07127914 0.05296804 0.03939849 0.028 0 -21.539953671350737 -21.539953671350737
51406 1237658298998325342 161.2167 6.596944 161.21555 6.5968523 15.60663 13.72735 13.07994 12.75839 12.63387 0.02452133 0.003375408 0.002593626 0.003988218 0.005885606 0.1322329 0.103035 0.07127914 0.05296804 0.03939849 0.0277 0 -21.516562359961874 -21.516562359961874
53351 1237658298997932203 160.2759 6.523861 160.27591 6.5238238 18.23871 16.99727 16.53902 16.3677 16.37284 0.1003341 0.01927784 0.01935579 0.04570029 0.09579424 0.1358117 0.1058236 0.07320827 0.05440159 0.04046479 0.016 1 -16.865683427919258 -16.865683427919258
48977 1237658424092065821 163.13 7.2249 163.12965 7.2249132 15.35133 14.15342 13.59318 13.29189 13.06093 0.01069663 0.003183375 0.002471667 0.001837123 0.004404874 0.1408535 0.1097521 0.07592598 0.05642114 0.04196696 0.02173 0 -20.47622214624226 -20.47622214624226
52172 1237657591386210564 145.4083 48.67056 145.40757 48.670573 17.318 16.10264 15.64618 15.40295 15.44158 0.05561307 0.0088455 0.007345431 0.01097061 0.0371575 0.0733116 0.0571239 0.03951805 0.02936614 0.02184302 0.038054 1 -19.639925083855083 -19.639925083855083
50157 1237655743486886197 236.1833 4.470278 236.18537 4.4688359 17.4066 16.18909 15.58017 15.20275 15.01791 0.03900232 0.0125575 0.02599236 0.02441705 0.02136284 0.331377 0.2582067 0.1786262 0.1327384 0.098733 0.04 0 -19.814233471279444 -19.814233471279444
46339 1237658801497505815 170.9125 53.84222 170.91174 53.842165 15.37442 13.03011 12.39325 12.00811 11.65929 0.02445423 0.002425817 0.001148519 0.001207167 0.002843785 0.0632501 0.04928406 0.03409448 0.02533585 0.01884522 0.0096 1 -19.902209679837476 -19.902209679837476
52274 1237657590857400524 173.6542 54.89139 173.65425 54.891326 18.00609 16.43224 15.77387 15.38541 15.149 0.06624659 0.0417705 0.03189326 0.03360724 0.02947802 0.06961531 0.05424378 0.03752559 0.02788554 0.02074172 0.019326 0 -18.04094339065631 -18.04094339065631
49784 1237657590858252335 177.047 54.9918 177.0472 54.991798 16.54965 15.38336 14.88349 14.67147 14.5388 0.1714837 0.206743 0.2139872 0.07614339 0.1812323 0.04828481 0.0376232 0.02602755 0.01934126 0.01438634 0.0081 1 -17.043038609032884 -17.043038609032884
52256 1237657590321381530 177.0083 54.57722 177.01126 54.581093 18.80753 18.11736 17.73259 17.62896 17.63507 0.1256444 0.02845752 0.01964502 0.04703113 0.1930329 0.05761627 0.04489421 0.0310576 0.02307913 0.01716663 0.0545 0 -18.333496026022853 -16.022326026022853
52586 1237657591931994192 176.8917 55.96722 176.89322 55.967251 13.94276 12.68757 12.0384 11.6971 11.47173 0.00635209 0.002040638 0.001836515 0.002488456 0.003592263 0.04903004 0.03820387 0.02642926 0.01963978 0.01460838 0.008 1 -19.861153449599357 -19.861153449599357
49729 1237658802573410381 179.0292 55.39083 179.03001 55.390775 15.3414 14.00507 13.34967 13.03391 12.89194 0.01420391 0.003612301 0.003368334 0.003675786 0.006235107 0.058877 0.04587656 0.03173719 0.02358413 0.01754226 0.019 0 -20.428201519403782 -20.428201519403782
52864 1237658802577604694 195.9115 55.10175 195.91108 55.101819 18.09014 16.85724 16.54896 16.40505 16.07625 0.1361128 0.03977132 0.04259517 0.09966395 0.07575843 0.06447839 0.05024113 0.03475658 0.02582786 0.01921118 0.03 0 -18.220749788237946 -18.220749788237946
52744 1237659161195315216 225.9601 48.38075 225.96005 48.380778 18.29879 17.52992 16.97079 16.79736 16.47357 0.07995322 0.04253427 0.02769735 0.03599765 0.06982892 0.1111823 0.08663252 0.05993198 0.04453588 0.03312651 0.0261 1 -17.496516051331042 -17.496516051331042
48188 1237659150997127314 226.5417 53.41083 226.54238 53.410756 16.96992 15.30453 14.65278 14.32136 14.11821 0.04941371 0.005967357 0.004043892 0.004467179 0.01394699 0.07599168 0.0592122 0.04096273 0.0304397 0.02264154 0.034 1 -20.388718099850912 -20.388718099850912
47658 1237659326021107997 227.2375 52.44611 227.23559 52.44606 16.74735 15.11438 14.36624 13.98329 13.7285 0.02764345 0.006116064 0.005510716 0.005822215 0.008817215 0.08838513 0.06886909 0.04764332 0.03540409 0.02633414 0.038 0 -20.91678149772369 -20.91678149772369
47849 1237665355622383918 245.3417 40.81055 245.34194 40.810511 16.27824 15.00451 14.65499 14.3965 14.27943 0.02839673 0.005606524 0.004453785 0.005311107 0.01759477 0.03775623 0.02941939 0.0203522 0.01512387 0.01124938 0.03 1 -20.11471978823795 -20.11471978823795
49223 1237659325492559961 246.8417 39.10972 246.84209 39.109627 15.62753 14.34265 13.71757 13.36175 13.14796 0.01353015 0.002807791 0.004931192 0.008663467 0.01243375 0.05922383 0.04614681 0.03192415 0.02372306 0.0176456 0.033 0 -21.259103214029075 -21.259103214029075
47851 1237661388690161706 245.8833 39.12083 245.88646 39.121097 15.54003 14.1922 13.50681 13.17788 12.84643 0.02085902 0.02696354 0.02036839 0.01653538 0.01131461 0.03762983 0.02932091 0.02028407 0.01507324 0.01121172 0.035 0 -21.597633736391018 -21.597633736391018
52039 1237659326029824332 248.0583 38.65556 248.05727 38.655562 18.38004 17.33764 17.03712 16.75397 16.58582 0.213555 0.148189 0.1157908 0.1307967 0.1663541 0.0291929 0.02274691 0.01573621 0.01169369 0.008697957 0.039 1 -18.302306549772133 -18.302306549772133
46683 1237659329779925259 249.225 36.42389 249.22631 36.423453 15.92576 14.42345 13.64258 13.25563 12.91063 0.04681053 0.02839036 0.03414793 0.02404819 0.04250091 0.1021156 0.07956781 0.05504465 0.04090407 0.03042511 0.031 0 -21.198331983811002 -21.198331983811002
25735 1237658492796207399 133.9884 6.336139 133.98837 6.3363231 17.57015 16.0269 15.32683 14.99138 14.72025 0.04403355 0.005062744 0.004356356 0.00506698 0.01663721 0.2340263 0.1823517 0.1261501 0.09374301 0.06972758 0.043 1 -20.22461579253757 -20.22461579253757
750 1237658298986463497 133.9941 4.467639 133.99417 4.467639 18.57315 17.44028 16.86615 16.56145 16.43208 0.0661701 0.01293873 0.01171752 0.01231441 0.03837125 0.2077384 0.1618683 0.1119798 0.08321296 0.06189515 0.072824 0 -19.829326163255313 -19.829326163255313
49791 1237657628978249855 139.34 41.911 139.34045 41.910993 21.76093 20.39887 19.95552 19.72399 19.58743 0.4991643 0.2404964 0.2180554 0.2281757 0.3098854 0.08484793 0.06611294 0.04573663 0.03398721 0.02528024 0.005574 1 -11.159418336526063 -11.159418336526063
50091 1237660342859989060 138.6083 36.1125 138.6093 36.112273 15.85938 14.41399 13.68857 13.32277 13.06721 0.01799309 0.003327851 0.003393662 0.002767013 0.006981689 0.076028 0.0592405 0.0409823 0.03045424 0.02265236 0.022 0 -20.40764691875067 -20.40764691875067
48317 1237660343397515472 139.9917 37.19083 139.99177 37.191263 16.1472 14.40693 13.55314 13.09726 12.76812 0.07681406 0.04860895 0.04853594 0.04077799 0.03572863 0.05317882 0.04143658 0.02866563 0.02130164 0.0158445 0.0075 1 -18.206269831598135 -18.206269831598135
47132 1237660342863724615 147.9292 40.31389 147.92942 40.309994 18.33265 16.68827 15.89367 15.43303 15.12554 0.09350093 0.009976675 0.009051547 0.009751856 0.02756584 0.06088765 0.04744324 0.03282101 0.02438953 0.01814133 0.048 1 -19.89663970151757 -19.89663970151757
53594 1237660613435916381 167.885 9.072639 167.88506 9.0724985 18.34218 16.6994 15.83637 15.39715 15.08949 0.07749113 0.02320857 0.02341448 0.02612608 0.02510832 0.1073582 0.08365279 0.05787062 0.04300407 0.03198713 0.074 0 -20.893892113294513 -20.893892113294513
46806 1237660613973049348 168.4583 9.586667 168.45725 9.5862918 15.43133 14.02061 13.46083 13.15256 12.856 0.01060326 0.003561679 0.002922755 0.002969923 0.005452277 0.09366804 0.07298551 0.05049103 0.03752025 0.02790817 0.029 1 -21.235263504134416 -21.235263504134416
4254 1237658492816064582 179.5751 10.05636 179.57507 10.056266 18.89134 17.1739 16.34161 15.92996 15.67289 0.06589222 0.006453041 0.004730416 0.004576334 0.01383361 0.116895 0.09108379 0.06301134 0.04682418 0.03482858 0.069954 1 -20.26655627806124 -20.26655627806124
54256 1237658492278472839 177.9993 9.703083 177.99923 9.7030307 18.01413 16.55419 15.80533 15.41037 15.10665 0.05213039 0.02769041 0.0208183 0.02227767 0.02585954 0.1017294 0.07926683 0.05483643 0.04074934 0.03031002 0.050822 0 -20.109032273924967 -20.109032273924967
48954 1237658492816064604 179.615 10.0215 179.6147 10.021483 15.53919 14.05038 13.32249 12.95725 12.71325 0.03729424 0.01908841 0.01398853 0.01235395 0.00731406 0.1168218 0.09102673 0.06297188 0.04679485 0.03480677 0.01388 1 -19.773560845233817 -19.773560845233817
49172 1237658492816064604 179.615 10.0215 179.6147 10.021483 15.53919 14.05038 13.32249 12.95725 12.71325 0.03729424 0.01908841 0.01398853 0.01235395 0.00731406 0.1168218 0.09102673 0.06297188 0.04679485 0.03480677 0.01388 1 -19.773560845233817 -19.773560845233817
441 1237671129130664102 181.497 10.01625 181.49709 10.016268 19.74421 17.87342 16.97682 16.58701 16.2557 0.07707026 0.009407421 0.007474082 0.007329087 0.01289319 0.09837008 0.0766493 0.05302563 0.03940373 0.02930913 0.092 0 -20.22622265136741 -20.22622265136741
55297 1237660584445673789 155.4072 8.931723 155.40721 8.9317212 19.89336 18.24327 17.85967 17.53145 17.58626 0.2059114 0.02356437 0.03546353 0.05108961 0.1530187 0.1398495 0.1089697 0.07538477 0.05601896 0.04166782 0.0848 1 -19.166412775923206 -19.166412775923206
54295 1237658492806496365 157.464 9.010695 157.46385 9.0105617 17.55548 16.11559 15.41411 15.05877 14.84564 0.04363414 0.006439828 0.006083637 0.006863316 0.01742206 0.1193215 0.09297453 0.06431935 0.04779617 0.03555157 0.04797 0 -20.374842106969126 -20.374842106969126
52547 1237660764834234638 122.8167 25.17945 122.81634 25.179368 15.80259 14.63459 14.0732 13.81671 13.77673 0.0155232 0.003805041 0.004948983 0.005708083 0.009946382 0.1818948 0.1417312 0.09804901 0.07286092 0.05419514 0.0137 1 -18.994506350421673 -18.994506350421673
48324 1237660765373988975 128.346 29.5388 128.34641 29.538814 14.13051 13.6341 13.05253 13.18757 13.14329 0.00724328 0.008175154 0.004990633 0.01004044 0.01511695 0.1743567 0.1358575 0.09398561 0.06984138 0.05194915 0.00694 1 -18.538370866913912 -18.538370866913912
50241 1237661212581101721 216.4833 46.44889 216.48423 46.44974 18.16582 16.99011 16.51836 16.34363 16.24885 0.04558522 0.00994077 0.01023657 0.01320468 0.03064155 0.06499586 0.05064433 0.03503552 0.02603514 0.01936536 0.03 1 -18.251349788237945 -18.251349788237945
47370 1237657613413449748 178.745 58.4936 178.74464 58.493637 14.0762 12.82483 12.17506 11.88732 11.82 0.01354968 0.01571388 0.01278295 0.01027626 0.01452331 0.09729138 0.07580879 0.05244417 0.03897164 0.02898774 0.01063 1 -20.34170983725612 -20.34170983725612
46381 1237662226202755144 149.9208 35.39222 149.92172 35.392809 17.24973 14.17277 13.44008 13.18283 13.55822 0.1743187 0.007039365 0.003997709 0.005745694 0.0224552 0.06597983 0.05141104 0.03556592 0.02642929 0.01965854 0.017 1 -20.096268121531004 -20.096268121531004
48335 1237662226202755144 149.9208 35.39222 149.92172 35.392809 17.24973 14.17277 13.44008 13.18283 13.55822 0.1743187 0.007039365 0.003997709 0.005745694 0.0224552 0.06597983 0.05141104 0.03556592 0.02642929 0.01965854 0.017 1 -20.096268121531004 -20.096268121531004
47847 1237659162274037831 239.35 41.90306 239.35072 41.903004 16.87468 15.51064 14.85382 14.51117 14.29399 0.02789605 0.005657384 0.004750536 0.004674425 0.01179144 0.07149348 0.05570723 0.03853801 0.02863787 0.02130131 0.039 0 -20.485606549772136 -20.485606549772136
49225 1237659324416196732 240.569 42.9169 240.5693 42.916925 15.57585 14.37322 13.70224 13.3773 13.17012 0.01310731 0.003068556 0.003703023 0.00304627 0.006889617 0.06236446 0.04859396 0.03361708 0.02498109 0.01858134 0.02445 1 -20.62325783193784 -20.62325783193784
55361 1237664668970123366 149.8255 34.89814 149.82547 34.898068 18.49891 17.0151 16.25335 15.83344 15.55334 0.1427391 0.02890823 0.05099424 0.02129684 0.04074646 0.05037164 0.03924924 0.02715244 0.02017717 0.01500811 0.038517 1 -19.059015782527293 -19.059015782527293
46782 1237659162278363596 248.336 34.8072 248.33612 34.80717 17.7993 16.73316 16.35556 16.1684 16.12889 0.0331157 0.005722531 0.008794698 0.009067714 0.03900518 0.09601942 0.07481769 0.05175853 0.03846213 0.02860876 0.03511 0 -18.75569766196639 -18.75569766196639
50779 1237661871338029230 210.2333 41.00611 210.23501 41.007205 16.84146 15.66133 15.30456 15.14722 15.09393 0.04343977 0.01251414 0.01159618 0.01260678 0.02880592 0.06129158 0.04775798 0.03303875 0.02455133 0.01826168 0.0124 0 -17.546651940450815 -17.546651940450815
52289 1237661851480293512 218.4958 40.24445 218.49431 40.244387 16.5146 14.83563 14.41931 13.7932 14.15553 0.04918568 0.004461775 0.004454554 0.02010711 0.02044487 0.05316979 0.04142954 0.02866076 0.02129802 0.01584181 0.025235 1 -19.97481005998816 -19.97481005998816
53314 1237661356998525022 156.0446 43.40467 156.04464 43.40467 18.70316 17.94041 17.64511 17.50956 17.43771 0.05895232 0.01393005 0.01594754 0.02228711 0.08487519 0.06376807 0.04968764 0.03437368 0.02554333 0.01899954 0.024 0 -16.640049723197667 -16.640049723197667
49634 1237661850393772132 178.91 44.3838 178.9096 44.383824 18.87734 17.54948 17.30374 17.12183 17.07262 0.1147015 0.02097653 0.01520737 0.02240672 0.06946924 0.06231419 0.0485548 0.03358999 0.02496096 0.01856637 0.02308 0 -16.896542537058107 -16.896542537058107
51364 1237661874014191709 184.9042 46.0325 184.90586 46.032445 19.5532 18.14173 17.7379 17.49322 17.30174 0.1061146 0.01235721 0.01143996 0.01652349 0.05010562 0.05400614 0.04208122 0.02911159 0.02163303 0.016091 0.057 1 -18.425577793002095 -18.425577793002095
50782 1237661871871754254 200.7958 43.08583 200.79384 43.08626 15.38776 13.50934 12.84833 12.49493 12.3171 0.02292564 0.0030273 0.002408328 0.002927987 0.00389476 0.054525 0.04248551 0.02939128 0.02184087 0.01624559 0.0275 0 -21.73243698379095 -21.73243698379095
52469 1237661871338029229 210.2292 40.98861 210.22756 40.98861 15.81542 14.14532 13.64754 13.39512 13.37104 0.03371809 0.004946712 0.00391948 0.00372206 0.008461706 0.06126082 0.04773401 0.03302217 0.02453901 0.01825252 0.012469 0 -19.215721639331306 -19.215721639331306
50243 1237662193998692506 211.9 38.68028 211.90527 38.679853 17.81318 16.91614 16.71355 16.58142 16.48183 0.05970173 0.05877427 0.01313133 0.02022684 0.1380341 0.02895384 0.02256064 0.01560734 0.01159793 0.008626728 0.03 1 -18.056159788237945 -18.056159788237945
46636 1237662193461493802 210.8208 38.53222 210.81983 38.530493 15.28737 13.94205 13.27744 12.90741 12.65417 0.01202599 0.002513513 0.003212373 0.003776268 0.006371939 0.05842977 0.04552808 0.03149612 0.02340499 0.01740901 0.019 0 -20.500431519403783 -20.500431519403783
54296 1237661433245335847 218.3332 41.26578 218.33318 41.26579 18.51661 17.24734 16.87214 16.68567 16.56165 0.1282609 0.02085568 0.02084791 0.0331923 0.1142808 0.05720478 0.04457358 0.03083579 0.0229143 0.01704403 0.01814 1 -16.805149928260015 -16.805149928260015
52623 1237661434320519301 222.9125 40.59917 222.91204 40.599183 14.59444 13.10069 12.39314 12.0538 11.85844 0.01292737 0.008285602 0.006501461 0.004617419 0.004819854 0.07892926 0.06150114 0.04254621 0.03161639 0.02351679 0.016345 1 -21.057888139221575 -21.057888139221575
48376 1237661434320519301 222.9125 40.59917 222.91204 40.599183 14.59444 13.10069 12.39314 12.0538 11.85844 0.01292737 0.008285602 0.006501461 0.004617419 0.004819854 0.07892926 0.06150114 0.04254621 0.03161639 0.02351679 0.016345 1 -21.057888139221575 -21.057888139221575
51986 1237661465447432231 231.275 37.96028 231.27414 37.960163 16.66973 15.11782 14.33989 13.92131 13.65992 0.03068308 0.02573252 0.02461734 0.02336106 0.02027449 0.0587959 0.04581337 0.03169348 0.02355165 0.0175181 0.0297 0 -20.407995761225695 -20.407995761225695
26069 1237662337861877949 231.8231 37.84583 231.82323 37.845909 18.40393 16.9854 16.54339 16.30088 16.06066 0.07785513 0.02838468 0.02086811 0.01532599 0.03877665 0.06722077 0.05237797 0.03623484 0.02692637 0.02002827 0.033 0 -18.43328321402908 -18.43328321402908
52016 1237662504295530810 243.2417 32.5125 243.23998 32.512453 16.97874 15.0015 14.41994 14.05036 14.13876 0.06991933 0.01382906 0.0119115 0.00956636 0.02274067 0.1008922 0.07861455 0.05438518 0.04041402 0.03006061 0.0309 0 -20.41395591176381 -20.41395591176381
52107 1237662504295923869 243.9375 31.96389 243.9359 31.963954 15.97454 14.26872 13.69942 13.38663 13.16059 0.02506252 0.002917126 0.003265598 0.003506851 0.006526063 0.09736014 0.07586236 0.05248123 0.03899918 0.02900822 0.031422 0 -21.170852636065288 -21.170852636065288
50805 1237661463848616123 254.625 20.04167 254.62333 20.041466 15.69316 14.24623 13.56252 13.24017 13.03521 0.02519684 0.008987299 0.007840208 0.009789884 0.009850447 0.333176 0.2596085 0.179596 0.133459 0.09926901 0.02 1 -20.32673349295954 -20.32673349295954
47234 1237661139033784476 153.4792 38.84278 153.47964 38.842926 16.24143 14.49729 13.63311 13.17412 12.87756 0.04065483 0.02689236 0.02355317 0.02239297 0.01964268 0.05733921 0.04467832 0.03090826 0.02296815 0.01708408 0.023 0 -20.559632694727597 -20.559632694727597
47701 1237660636000157774 171.5708 46.97389 171.57402 46.974103 15.42336 13.87398 13.11954 12.75928 12.4807 0.01739425 0.01080514 0.01135121 0.01065936 0.01113549 0.08143842 0.06345627 0.04389875 0.03262148 0.02426439 0.025 1 -21.25426355799982 -21.25426355799982
51038 1237660635464138787 174.4125 46.95389 174.41264 46.953823 17.31456 15.87342 15.29559 15.01715 14.63271 0.0442883 0.007233714 0.006827191 0.007176392 0.01897178 0.08025022 0.06253043 0.04325826 0.03214552 0.02391036 0.039 1 -20.043836549772134 -20.043836549772134
46480 1237661358078427201 175.319 47.6908 175.32419 47.687319 19.06476 18.09684 18.77334 19.94754 22.82684 0.1081732 0.1408237 0.6511791 0.7184582 5.240876 0.0805614 0.06277289 0.043426 0.03227017 0.02400308 0.01057 1 -13.731138451176772 -20.020808451176773
50714 1237661357005406410 177.95 46.87305 177.94841 46.873064 17.99659 16.68963 16.36314 16.1323 16.30072 0.07472055 0.0134859 0.01017398 0.0153725 0.07383464 0.1209342 0.09423114 0.06518866 0.04844216 0.03603207 0.019 1 -17.41473151940378 -17.41473151940378
48884 1237660635465646259 179.5292 47.33472 179.52827 47.334853 17.00652 15.43796 14.70315 14.32454 14.0654 0.02742831 0.00475073 0.003677828 0.003881322 0.00937474 0.1069362 0.08332398 0.05764314 0.04283503 0.03186139 0.047 1 -21.04144280431823 -21.04144280431823
52796 1237661358620475489 193.0523 48.15372 193.05231 48.153716 18.65292 17.43097 16.89518 16.60942 16.67164 0.08220697 0.01079609 0.007958512 0.01351334 0.05629323 0.04963123 0.03867232 0.02675333 0.01988059 0.01478751 0.09 1 -20.26013606183626 -20.26013606183626
49502 1237662194530254936 196.466 41.7219 196.46647 41.721908 15.16704 13.85439 13.31922 13.0567 12.74858 0.006365409 0.002847414 0.003053633 0.003449466 0.003480977 0.08220574 0.06405416 0.04431237 0.03292884 0.02449301 0.02384 0 -20.95141476998063 -20.95141476998063
54661 1237662619189903755 243.7847 26.55647 243.78478 26.556438 17.52241 16.11601 15.62906 15.38803 15.30489 0.051767 0.007112879 0.005633269 0.007543921 0.02669976 0.1793126 0.1397191 0.09665705 0.07182655 0.05342576 0.03 1 -19.140649788237944 -19.140649788237944
51938 1237662640658317694 242.6292 27.49944 242.6293 27.499702 18.13558 15.48153 14.63749 14.18019 13.80673 0.1650835 0.02743039 0.02457059 0.02279075 0.0234358 0.1870323 0.1457343 0.1008183 0.07491883 0.05572585 0.0316 0 -20.24504892773166 -20.24504892773166
48281 1237664094508089383 125.6875 24.29806 125.68731 24.296927 14.98015 13.91488 13.13267 12.7386 13.02428 0.03747483 0.1100586 0.04598569 0.03992001 0.08845311 0.163579 0.1274596 0.08817599 0.06552421 0.04873797 0.0129 1 -19.804382066135886 -19.804382066135886
51587 1237661124540956928 131.7792 28.23667 131.7788 28.236559 16.17037 14.62451 13.95667 13.57349 13.46387 0.02385561 0.02447479 0.03179844 0.030603 0.02962899 0.2240375 0.1745685 0.1207657 0.08974185 0.06675145 0.0212 0 -20.059112819283392 -20.059112819283392
48864 1237661136883351559 146.468 34.6856 146.46775 34.685591 16.02346 14.59778 13.89531 13.49925 13.3423 0.01963825 0.003984773 0.003734723 0.01071973 0.005282369 0.05205462 0.04056061 0.02805964 0.02085132 0.01550955 0.02043 1 -20.040135347801872 -20.040135347801872
50901 1237664672178700315 194.45 36.37083 194.4487 36.370711 16.31406 14.3128 13.51589 13.17549 12.92589 0.04063126 0.0125916 0.01775072 0.01533945 0.01690887 0.07207949 0.05616385 0.03885389 0.02887261 0.02147591 0.0151 1 -19.76309825110549 -19.76309825110549
49862 1237664818747146309 173.0125 36.69833 173.01 36.698 15.05909 14.04508 13.56454 13.32352 13.16731 0.01880671 0.005363557 0.005616765 0.004316346 0.00935172 0.1182383 0.09213047 0.06373544 0.04736226 0.03522882 0.0083 1 -18.414953976520003 -18.414953976520003
46349 1237661382773440633 148.325 36.08528 148.32646 36.085786 15.73308 14.78552 14.40508 14.20139 14.16088 0.01583851 0.004285892 0.005930438 0.01382537 0.02119693 0.0497277 0.03874749 0.02680534 0.01991924 0.01481625 0.018 1 -19.255386040156168 -19.255386040156168
51978 1237661382774161505 150.3625 36.67139 150.36052 36.671275 16.02579 14.78745 14.25185 13.94066 13.77277 0.01953588 0.006199461 0.004792552 0.004868959 0.007985213 0.06473434 0.05044056 0.03489454 0.02593039 0.01928744 0.0416 0 -21.227720167773356 -21.227720167773356
51283 1237661812804354109 167.6875 12.01611 167.68838 12.016143 15.71827 13.92445 13.30426 13.05162 12.93248 0.04388563 0.004934457 0.004917839 0.002970616 0.01148341 0.08597605 0.06699196 0.04634473 0.0344391 0.02561636 0.0108 1 -19.246962292074386 -19.246962292074386
3010 1237661813878358109 168.2892 12.97064 168.28914 12.970764 18.01848 16.70495 16.02552 15.63985 15.39086 0.03601377 0.006175118 0.005716261 0.005988521 0.01378035 0.07765226 0.06050612 0.04185785 0.03110487 0.02313631 0.069528 0 -20.569382199216477 -20.569382199216477
47948 1237661950247501918 168.485 12.3011 168.48542 12.301081 15.49737 13.83464 13.25974 13.00596 12.78125 0.02781832 0.005062028 0.004254228 0.003193717 0.006395944 0.0844385 0.0657939 0.04551592 0.03382321 0.02515825 0.0108 1 -19.291482292074384 -19.291482292074384
47298 1237661976010293410 184.969 7.7312 184.96887 7.7312209 17.58812 17.0748 17.05656 17.0316 17.78037 0.04206719 0.1221853 0.3671036 0.4636855 1.710563 0.1098141 0.08556641 0.05919445 0.04398782 0.03271886 0.01257 1 -15.824219903069423 -15.824219903069423
51300 1237661970112577674 186.7792 6.425833 186.77757 6.4259296 17.97095 16.32452 15.50914 15.06896 14.75617 0.1140414 0.02015912 0.01580849 0.01632696 0.01533934 0.08668156 0.06754169 0.04672502 0.0347217 0.02582657 0.026 1 -18.949830254493726 -18.949830254493726
11381 1237661971186319443 186.8294 7.284056 186.82937 7.2840641 19.98459 18.76542 18.25425 18.04069 18.0499 0.1611249 0.02088954 0.02043067 0.02310628 0.09561916 0.1180429 0.09197821 0.0636301 0.04728398 0.0351706 0.0251 1 -16.128222122044832 -16.128222122044832
49590 1237661971722666282 185.5792 7.623611 185.57955 7.6237704 18.07986 17.03621 16.67028 16.47205 16.56332 0.07371948 0.01156566 0.01310935 0.01508131 0.0705375 0.09912883 0.07724052 0.05343463 0.03970766 0.0295352 0.038 0 -18.612741497723686 -18.612741497723686
50980 1237661972796670205 186.2083 8.4325 186.2084 8.4337039 18.44452 17.27847 16.54402 16.18262 15.98683 0.07754123 0.01188371 0.009294203 0.009556497 0.02855785 0.09966476 0.0776581 0.05372351 0.03992233 0.02969488 0.09 0 -20.61129606183626 -20.61129606183626
